*GHG emissions output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  FEB 02, 2026 11:46:55

*RUN   1        : 1                         WHAPS048 TUDU1501    1
 MODEL          : WHAPS048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  1   : 1                         WHAPS048
  
!               |---------- Daily (g/ha) ----------|------- Cumulative (kg/ha) --------|---- Cum CO2-equiv kg[CO2eq]/ha ---|
!               Soil CO2  Net CO2      N2O      CH4 Soil CO2  Net CO2      N2O      CH4  Net CO2      N2O      CH4    Total
!                g[C]/ha  g[C]/ha  g[N]/ha  g[C]/ha kg[C]/ha kg[C]/ha kg[N]/ha kg[C]/ha    CO2eq    CO2eq    CO2eq    CO2eq
@YEAR DOY   DAS   CO2GED   CO2END   N2OGED   CH4GED    CO2EC   CO2ENC    N2OEC    CH4EC    CCEQC    NCEQC    MCEQC    TCEQC
   15 146    70     8890     3438     0.29     0.00      568      149     0.03     0.00      548       16        0      563
   15 147    71     9423     3688     0.33     0.00      578      153     0.03     0.00      561       16        0      577
   15 148    72     9297     3563     0.33     0.00      587      156     0.03     0.00      574       16        0      590
   15 149    73     9427     3750     0.33     0.00      596      160     0.03     0.00      588       16        0      604
   15 150    74    10267     4156     0.33     0.00      607      164     0.04     0.00      603       16        0      620
   15 151    75    10338     4250     0.33     0.00      617      169     0.04     0.00      619       17        0      635
   15 152    76    11220     4656     0.32     0.00      628      173     0.04     0.00      636       17        0      653
   15 153    77    14184     5563     1.32     0.00      642      179     0.04     0.00      656       17        0      674
   15 154    78    15709     6469     2.00     0.00      658      185     0.04     0.00      680       18        0      698
   15 155    79    16416     7125     2.35     0.00      674      192     0.04     0.00      706       19        0      726
   15 156    80    16722     7688     2.49     0.00      691      200     0.04     0.00      734       21        0      755
   15 157    81    17261     8469     2.52     0.00      708      209     0.05     0.00      766       22        0      787
   15 158    82    18395     8781     2.19     0.00      727      217     0.05     0.00      798       23        0      821
   15 159    83    17521     8813     1.96     0.00      744      226     0.05     0.00      830       24        0      854
   15 160    84    19449     8219     0.59     0.00      764      234     0.05     0.00      860       24        0      884
   15 161    85    17896     7375     1.05     0.00      782      242     0.05     0.00      887       24        0      912
   15 162    86    15785     6781     1.19     0.00      797      249     0.05     0.00      912       25        0      937
   15 163    87    14612     6375     1.22     0.00      812      255     0.05     0.00      936       26        0      961
   15 164    88    13987     6469     1.06     0.00      826      261     0.06     0.00      959       26        0      985
   15 165    89    14481     6719     0.45     0.00      841      268     0.06     0.00      984       26        0     1010
   15 166    90    15534     7875     0.35     0.00      856      276     0.06     0.00     1013       26        0     1039
   15 167    91    15691     8125     0.32     0.00      872      284     0.06     0.00     1043       27        0     1069
   15 168    92    15851     7656     0.52     0.00      888      292     0.06     0.00     1071       27        0     1098
   15 169    93    14752     7000     0.66     0.00      902      299     0.06     0.00     1097       27        0     1124
   15 170    94    12514     6375     0.23     0.00      915      305     0.06     0.00     1120       27        0     1147
   15 171    95    11159     5531     0.41     0.00      926      311     0.06     0.00     1140       27        0     1168
   15 172    96    10675     5250     0.51     0.00      937      316     0.06     0.00     1159       28        0     1187
   15 173    97    10215     5063     0.53     0.00      947      321     0.06     0.00     1178       28        0     1206
   15 174    98     9962     5250     0.17     0.00      957      326     0.06     0.00     1197       28        0     1225
   15 175    99     9909     5156     0.23     0.00      967      331     0.06     0.00     1216       28        0     1244
   15 176   100    10377     5344     0.37     0.00      977      337     0.06     0.00     1236       28        0     1264
   15 177   101    10830     5531     0.45     0.00      988      342     0.06     0.00     1256       29        0     1285
   15 178   102    11291     6000     0.41     0.00      999      348     0.06     0.00     1278       29        0     1307
   15 179   103    11355     6375     0.38     0.00     1011      355     0.06     0.00     1302       29        0     1330
   15 180   104    12164     6938     0.36     0.00     1023      362     0.06     0.00     1327       29        0     1356
   15 181   105    12841     7625     0.34     0.00     1036      369     0.06     0.00     1355       29        0     1384
   15 182   106    13698     8438     0.33     0.00     1049      378     0.06     0.00     1386       29        0     1415
   15 183   107    13628     8781     0.33     0.00     1063      386     0.06     0.00     1418       30        0     1448
   15 184   108    13474     8969     1.91     0.00     1076      395     0.07     0.00     1451       30        0     1482
   15 185   109    13407     9125     2.90     0.00     1090      405     0.07     0.00     1485       32        0     1516
   15 186   110    13344     9406     3.41     0.00     1103      414     0.07     0.00     1519       33        0     1553
   15 187   111    13034     9406     3.49     0.00     1116      423     0.07     0.00     1554       35        0     1589
   15 188   112    12446     9188     3.03     0.00     1129      433     0.08     0.00     1587       36        0     1624
   15 189   113    13704     9438     2.35     0.00     1142      442     0.08     0.00     1622       38        0     1660
   15 190   114    13768     8719     1.93     0.00     1156      451     0.08     0.00     1654       38        0     1692
   15 191   115    11872     7688     1.73     0.00     1168      458     0.08     0.00     1682       39        0     1721
   15 192   116     9931     6719     1.49     0.00     1178      465     0.09     0.00     1707       40        0     1747
   15 193   117     8612     6094     1.31     0.00     1187      471     0.09     0.00     1729       41        0     1770
   15 194   118     7204     5344     1.18     0.00     1194      477     0.09     0.00     1749       41        0     1790
   15 195   119     7042     5313     1.01     0.00     1201      482     0.09     0.00     1768       42        0     1810
   15 196   120     7471     5688     0.89     0.00     1208      488     0.09     0.00     1789       42        0     1831
   15 197   121     7769     6063     0.80     0.00     1216      494     0.09     0.00     1811       42        0     1854
   15 198   122     7676     6156     0.71     0.00     1224      500     0.09     0.00     1834       43        0     1877
   15 199   123     7410     6094     0.64     0.00     1231      506     0.09     0.00     1856       43        0     1899
   15 200   124     7152     6031     0.57     0.00     1238      512     0.09     0.00     1879       43        0     1922
   15 201   125     6907     5969     0.52     0.00     1245      518     0.09     0.00     1900       44        0     1944
   15 202   126     6678     5875     0.48     0.00     1252      524     0.09     0.00     1922       44        0     1966
   15 203   127     6509     5813     0.44     0.00     1258      530     0.09     0.00     1943       44        0     1987
   15 204   128     6132     5563     0.41     0.00     1265      535     0.09     0.00     1964       44        0     2008
   15 205   129     6062     5438     0.37     0.00     1271      541     0.09     0.00     1984       44        0     2028
   15 206   130     5868     5219     0.36     0.00     1276      546     0.10     0.00     2003       44        0     2047
   15 207   131     5383     4969     0.34     0.00     1282      551     0.10     0.00     2021       45        0     2066
   15 208   132     4830     4438     0.33     0.00     1287      555     0.10     0.00     2037       45        0     2082
   15 209   133     5114     4281     0.29     0.00     1292      559     0.10     0.00     2053       45        0     2098
   15 210   134     4759     4063     0.30     0.00     1297      564     0.10     0.00     2068       45        0     2113
   15 211   135     4332     3688     0.30     0.00     1301      567     0.10     0.00     2082       45        0     2127
   15 212   136     3874     3375     0.30     0.00     1305      571     0.10     0.00     2094       45        0     2139
   15 213   137     3842     3469     0.30     0.00     1309      574     0.10     0.00     2107       46        0     2152
   15 214   138     3732     3375     0.30     0.00     1312      577     0.10     0.00     2119       46        0     2165
   15 215   139     3774     3438     0.30     0.00     1316      581     0.10     0.00     2132       46        0     2177
   15 216   140     4010     3688     0.30     0.00     1320      585     0.10     0.00     2145       46        0     2191
   15 217   141     4373     4063     0.30     0.00     1324      589     0.10     0.00     2160       46        0     2206
   15 218   142     4602     4313     0.30     0.00     1329      593     0.10     0.00     2176       46        0     2222
   15 219   143     4960     4688     0.30     0.00     1334      598     0.10     0.00     2193       46        0     2240
   15 220   144     5284     5000     0.30     0.00     1339      603     0.10     0.00     2212       46        0     2258
   15 221   145     5692     5219     0.29     0.00     1345      608     0.10     0.00     2231       47        0     2277
   15 222   146     5789     5406     0.29     0.00     1351      613     0.10     0.00     2251       47        0     2297
   15 223   147     5853     5531     0.29     0.00     1357      619     0.10     0.00     2271       47        0     2318
   15 224   148     5861     5500     0.29     0.00     1362      624     0.10     0.00     2291       47        0     2338
   15 225   149     5806     5500     0.30     0.00     1368      630     0.10     0.00     2311       47        0     2358
   15 226   150     5753     5469     0.30     0.00     1374      635     0.10     0.00     2331       47        0     2379
   15 227   151     6814     5688     0.26     0.00     1381      641     0.10     0.00     2352       47        0     2400
   15 228   152     6468     5500     0.27     0.00     1387      646     0.10     0.00     2372       48        0     2420
   15 229   153     7250     5250     0.26     0.00     1395      652     0.10     0.00     2392       48        0     2439
   15 230   154     6587     4844     0.18     0.00     1401      657     0.10     0.00     2409       48        0     2457
   15 231   155     6146     4438     0.29     0.00     1407      661     0.10     0.00     2426       48        0     2474
   15 232   156     5350     4000     0.30     0.00     1413      665     0.10     0.00     2440       48        0     2488
   15 233   157     4932     3813     0.30     0.00     1418      669     0.10     0.00     2454       48        0     2503
   15 234   158     4721     3656     0.30     0.00     1422      672     0.10     0.00     2468       48        0     2516
   15 235   159     4777     3844     0.31     0.00     1427      676     0.10     0.00     2482       48        0     2530
   15 236   160     5215     4094     0.31     0.00     1432      680     0.10     0.00     2497       49        0     2545
   15 237   161     8275     4719     0.13     0.00     1441      685     0.10     0.00     2514       49        0     2563

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  FEB 02, 2026 11:46:55

*RUN   2        : 2                         WHAPS048 TUDU1501    2
 MODEL          : WHAPS048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  2   : 2                         WHAPS048
  
!               |---------- Daily (g/ha) ----------|------- Cumulative (kg/ha) --------|---- Cum CO2-equiv kg[CO2eq]/ha ---|
!               Soil CO2  Net CO2      N2O      CH4 Soil CO2  Net CO2      N2O      CH4  Net CO2      N2O      CH4    Total
!                g[C]/ha  g[C]/ha  g[N]/ha  g[C]/ha kg[C]/ha kg[C]/ha kg[N]/ha kg[C]/ha    CO2eq    CO2eq    CO2eq    CO2eq
@YEAR DOY   DAS   CO2GED   CO2END   N2OGED   CH4GED    CO2EC   CO2ENC    N2OEC    CH4EC    CCEQC    NCEQC    MCEQC    TCEQC
   15 077     1    12360     1656     0.01     0.00       12        2     0.00     0.00        6        0        0        6
   15 078     2    10581     1563     0.01     0.00       23        3     0.00     0.00       12        0        0       12
   15 079     3     8293     1313     0.01     0.00       31        5     0.00     0.00       17        0        0       17
   15 080     4     5921     1031     0.02     0.00       37        6     0.00     0.00       20        0        0       20
   15 081     5     3797      656     0.02     0.00       41        6     0.00     0.00       23        0        0       23
   15 082     6      821      281     0.02     0.00       42        7     0.00     0.00       24        0        0       24
   15 083     7      130        0     0.02     0.00       42        7     0.00     0.00       24        0        0       24
   15 084     8      146      125     0.03     0.00       42        7     0.00     0.00       24        0        0       24
   15 085     9      675      219     0.03     0.00       43        7     0.00     0.00       25        0        0       25
   15 086    10      786      219     0.03     0.00       44        7     0.00     0.00       26        0        0       26
   15 087    11     1747      406     0.03     0.00       45        7     0.00     0.00       27        0        0       28
   15 088    12     2843      656     0.03     0.00       48        8     0.00     0.00       30        0        0       30
   15 089    13     3811      813     0.04     0.00       52        9     0.00     0.00       33        0        0       33
   15 090    14     3354      531     0.03     0.00       55        9     0.00     0.00       35        0        0       35
   15 091    15     3994      625     0.03     0.00       59       10     0.00     0.00       37        0        0       37
   15 092    16     2685      500     0.02     0.00       62       11     0.00     0.00       39        0        0       39
   15 093    17     1332      281     0.02     0.00       63       11     0.00     0.00       40        0        0       40
   15 094    18       74        0     0.04     0.00       63       11     0.00     0.00       40        0        0       40
   15 095    19       14       31     0.03     0.00       63       11     0.00     0.00       40        0        0       40
   15 096    20        0        0     0.05     0.00       63       11     0.00     0.00       40        0        0       40
   15 097    21        0        0     0.06     0.00       63       11     0.00     0.00       40        0        0       40
   15 098    22        0        0     0.06     0.00       63       11     0.00     0.00       40        0        0       40
   15 099    23        0        0     0.38     0.00       63       11     0.00     0.00       40        0        0       40
   15 100    24       72       31     0.67     0.00       63       11     0.00     0.00       40        1        0       41
   15 101    25     3154      531     0.94     0.00       67       11     0.00     0.00       42        1        0       43
   15 102    26     6962     1219     1.20     0.00       74       13     0.00     0.00       47        2        0       48
   15 103    27    10143     1813     1.43     0.00       84       15     0.01     0.00       53        2        0       56
   15 104    28    11738     2219     1.59     0.00       95       17     0.01     0.00       61        3        0       65
   15 105    29    11880     2375     1.66     0.00      107       19     0.01     0.00       70        4        0       74
   15 106    30    12524     2750     1.67     0.00      120       22     0.01     0.00       80        5        0       85
   15 107    31    13191     3094     1.64     0.00      133       25     0.01     0.00       92        6        0       97
   15 108    32    15844     2656     0.48     0.00      149       28     0.01     0.00      101        6        0      107
   15 109    33    13878     1938     1.07     0.00      163       30     0.01     0.00      108        6        0      115
   15 110    34    11581     1625     1.43     0.00      174       31     0.01     0.00      114        7        0      121
   15 111    35     8542     1313     1.30     0.00      183       32     0.02     0.00      119        8        0      127
   15 112    36     6139     1094     1.18     0.00      189       34     0.02     0.00      123        8        0      131
   15 113    37     5870     1063     1.07     0.00      195       35     0.02     0.00      127        9        0      136
   15 114    38     5982     1313     0.97     0.00      201       36     0.02     0.00      132        9        0      141
   15 115    39     6904     1469     0.89     0.00      208       37     0.02     0.00      137        9        0      147
   15 116    40     7850     1813     0.78     0.00      216       39     0.02     0.00      144       10        0      154
   15 117    41     9474     2250     0.70     0.00      225       41     0.02     0.00      152       10        0      162
   15 118    42    11648     2375     0.59     0.00      237       44     0.02     0.00      161       10        0      171
   15 119    43    12691     2563     0.31     0.00      249       46     0.02     0.00      170       11        0      181
   15 120    44    11961     2219     0.45     0.00      261       49     0.02     0.00      178       11        0      189
   15 121    45    11475     2219     0.44     0.00      273       51     0.02     0.00      187       11        0      198
   15 122    46     7888     1906     0.15     0.00      281       53     0.02     0.00      194       11        0      205
   15 123    47     6617     1531     0.21     0.00      287       54     0.02     0.00      199       11        0      210
   15 124    48     7863     2063     0.13     0.00      295       56     0.02     0.00      207       11        0      218
   15 125    49    12076     2813     0.25     0.00      307       59     0.02     0.00      217       11        0      228
   15 126    50    14752     3688     0.20     0.00      322       63     0.02     0.00      231       11        0      242
   15 127    51    14258     4281     0.13     0.00      336       67     0.02     0.00      246       11        0      258
   15 128    52    16117     4406     0.23     0.00      352       72     0.02     0.00      263       12        0      274
   15 129    53    16702     4625     0.28     0.00      369       76     0.03     0.00      279       12        0      291
   15 130    54    15051     4406     0.21     0.00      384       81     0.03     0.00      296       12        0      307
   15 131    55    12950     4000     0.27     0.00      397       85     0.03     0.00      310       12        0      322
   15 132    56    13048     4375     0.27     0.00      410       89     0.03     0.00      326       12        0      338
   15 133    57    13899     5031     0.27     0.00      424       94     0.03     0.00      345       12        0      357
   15 134    58    14773     5156     0.23     0.00      439       99     0.03     0.00      364       12        0      376
   15 135    59    14503     5406     0.29     0.00      453      105     0.03     0.00      384       12        0      396
   15 136    60    13697     5281     0.30     0.00      467      110     0.03     0.00      403       13        0      416
   15 137    61    13205     5188     0.31     0.00      480      115     0.03     0.00      422       13        0      435
   15 138    62    11900     4844     0.32     0.00      492      120     0.03     0.00      440       13        0      453
   15 139    63    11125     4563     0.32     0.00      503      124     0.03     0.00      457       13        0      470
   15 140    64    11715     4219     0.12     0.00      515      129     0.03     0.00      472       13        0      485
   15 141    65    10487     4156     0.11     0.00      525      133     0.03     0.00      487       13        0      500
   15 142    66    10063     3781     0.17     0.00      536      137     0.03     0.00      501       13        0      514
   15 143    67     9318     3281     0.26     0.00      545      140     0.03     0.00      513       13        0      527
   15 144    68     7941     2938     0.21     0.00      553      143     0.03     0.00      524       13        0      537
   15 145    69     7465     2719     0.25     0.00      560      146     0.03     0.00      534       14        0      548
   15 146    70     8936     3406     0.33     0.00      569      149     0.03     0.00      546       14        0      560
   15 147    71     9442     3688     0.37     0.00      579      153     0.03     0.00      560       14        0      574
   15 148    72     9307     3563     0.38     0.00      588      156     0.03     0.00      573       14        0      587
   15 149    73     9436     3750     0.37     0.00      597      160     0.03     0.00      587       14        0      601
   15 150    74    10272     4156     0.37     0.00      608      164     0.03     0.00      602       14        0      616
   15 151    75    10343     4250     0.37     0.00      618      168     0.03     0.00      618       15        0      632
   15 152    76    11242     4656     0.36     0.00      629      173     0.03     0.00      635       15        0      650
   15 153    77    14087     5594     1.22     0.00      643      179     0.03     0.00      655       15        0      671
   15 154    78    15610     6469     1.74     0.00      659      185     0.03     0.00      679       16        0      695
   15 155    79    16334     7094     1.99     0.00      675      192     0.04     0.00      705       17        0      722
   15 156    80    16661     7719     2.08     0.00      692      200     0.04     0.00      733       18        0      751
   15 157    81    17222     8469     2.08     0.00      709      208     0.04     0.00      765       19        0      784
   15 158    82    18370     8813     1.80     0.00      728      217     0.04     0.00      797       20        0      817
   15 159    83    17519     8781     1.62     0.00      745      226     0.04     0.00      829       21        0      850
   15 160    84    19397     8219     0.49     0.00      764      234     0.04     0.00      859       21        0      880
   15 161    85    17856     7375     0.88     0.00      782      242     0.05     0.00      886       21        0      908
   15 162    86    15763     6750     1.01     0.00      798      248     0.05     0.00      911       22        0      933
   15 163    87    14588     6406     1.04     0.00      813      255     0.05     0.00      935       22        0      957
   15 164    88    13967     6438     0.92     0.00      827      261     0.05     0.00      958       23        0      981
   15 165    89    14450     6719     0.39     0.00      841      268     0.05     0.00      983       23        0     1006
   15 166    90    15500     7875     0.31     0.00      857      276     0.05     0.00     1012       23        0     1035
   15 167    91    15660     8094     0.28     0.00      872      284     0.05     0.00     1041       23        0     1065
   15 168    92    15832     7688     0.46     0.00      888      291     0.05     0.00     1070       23        0     1093
   15 169    93    14736     7000     0.59     0.00      903      298     0.05     0.00     1095       24        0     1119
   15 170    94    12503     6375     0.21     0.00      915      305     0.05     0.00     1119       24        0     1142
   15 171    95    11148     5531     0.38     0.00      926      310     0.05     0.00     1139       24        0     1163
   15 172    96    10664     5250     0.47     0.00      937      316     0.05     0.00     1158       24        0     1182
   15 173    97    10204     5063     0.49     0.00      947      321     0.05     0.00     1177       24        0     1201
   15 174    98     9953     5250     0.16     0.00      957      326     0.05     0.00     1196       24        0     1221
   15 175    99     9900     5188     0.22     0.00      967      331     0.05     0.00     1215       24        0     1240
   15 176   100    10368     5344     0.35     0.00      978      336     0.05     0.00     1235       25        0     1259
   15 177   101    10820     5531     0.43     0.00      988      342     0.05     0.00     1255       25        0     1280
   15 178   102    11284     5969     0.40     0.00     1000      348     0.05     0.00     1277       25        0     1302
   15 179   103    11350     6375     0.37     0.00     1011      354     0.05     0.00     1300       25        0     1326
   15 180   104    12169     6969     0.35     0.00     1023      361     0.05     0.00     1326       25        0     1351
   15 181   105    12855     7656     0.34     0.00     1036      369     0.05     0.00     1354       26        0     1380
   15 182   106    13723     8438     0.33     0.00     1050      377     0.05     0.00     1385       26        0     1411
   15 183   107    13645     8750     0.33     0.00     1063      386     0.06     0.00     1417       26        0     1443
   15 184   108    13475     8969     1.62     0.00     1077      395     0.06     0.00     1450       27        0     1477
   15 185   109    13394     9125     2.39     0.00     1090      404     0.06     0.00     1484       28        0     1511
   15 186   110    13321     9344     2.80     0.00     1104      414     0.06     0.00     1518       29        0     1547
   15 187   111    13002     9375     2.96     0.00     1117      423     0.06     0.00     1552       30        0     1583
   15 188   112    12407     9156     2.91     0.00     1129      432     0.07     0.00     1586       32        0     1618
   15 189   113    13650     9406     2.59     0.00     1143      442     0.07     0.00     1620       33        0     1653
   15 190   114    13692     8688     2.27     0.00     1156      450     0.07     0.00     1652       34        0     1686
   15 191   115    11816     7656     2.13     0.00     1168      458     0.07     0.00     1680       35        0     1715
   15 192   116     9891     6656     1.88     0.00     1178      465     0.08     0.00     1705       36        0     1741
   15 193   117     8586     6094     1.69     0.00     1187      471     0.08     0.00     1727       37        0     1764
   15 194   118     7167     5344     1.54     0.00     1194      476     0.08     0.00     1747       37        0     1784
   15 195   119     7002     5219     1.32     0.00     1201      481     0.08     0.00     1766       38        0     1804
   15 196   120     7433     5688     1.18     0.00     1208      487     0.08     0.00     1787       39        0     1825
   15 197   121     7721     6031     1.05     0.00     1216      493     0.08     0.00     1809       39        0     1848
   15 198   122     7620     6125     0.94     0.00     1224      499     0.08     0.00     1831       40        0     1871
   15 199   123     7345     6063     0.84     0.00     1231      505     0.09     0.00     1854       40        0     1894
   15 200   124     7083     6000     0.75     0.00     1238      511     0.09     0.00     1876       40        0     1916
   15 201   125     6818     5844     0.67     0.00     1245      517     0.09     0.00     1897       41        0     1938
   15 202   126     6589     5813     0.61     0.00     1251      523     0.09     0.00     1918       41        0     1959
   15 203   127     6418     5719     0.55     0.00     1258      528     0.09     0.00     1939       41        0     1981
   15 204   128     6048     5531     0.51     0.00     1264      534     0.09     0.00     1960       41        0     2001
   15 205   129     5991     5313     0.45     0.00     1270      539     0.09     0.00     1979       42        0     2021
   15 206   130     5799     5281     0.43     0.00     1276      545     0.09     0.00     1999       42        0     2040
   15 207   131     5323     4844     0.41     0.00     1281      549     0.09     0.00     2016       42        0     2058
   15 208   132     4776     4469     0.39     0.00     1286      554     0.09     0.00     2033       42        0     2075
   15 209   133     5060     4188     0.34     0.00     1291      558     0.09     0.00     2048       42        0     2091
   15 210   134     4708     3969     0.34     0.00     1296      562     0.09     0.00     2063       42        0     2105
   15 211   135     4285     3656     0.33     0.00     1300      566     0.09     0.00     2076       43        0     2119
   15 212   136     3832     3406     0.33     0.00     1304      569     0.09     0.00     2089       43        0     2131
   15 213   137     3800     3375     0.33     0.00     1307      573     0.09     0.00     2101       43        0     2144
   15 214   138     3691     3344     0.33     0.00     1311      576     0.09     0.00     2113       43        0     2156
   15 215   139     3732     3406     0.32     0.00     1315      579     0.09     0.00     2126       43        0     2169
   15 216   140     3965     3719     0.32     0.00     1319      583     0.09     0.00     2139       43        0     2183
