Aussaat_ID,Versuchsjahr,Termin,Parzelle_ID,Vorfrucht,Saatstaerke_Anzahl_m2,Saatstaerke_kg_ha,Reihenabstand,Pflanzenabstand,Saat_Pflanzgut_ID
4052,2021,2020-09-16T00:00:00,20,0,350,,,,36
4053,2021,2020-09-16T00:00:00,21,0,350,,,,36
4054,2021,2020-09-16T00:00:00,22,0,350,,,,36
4055,2021,2020-09-16T00:00:00,23,0,350,,,,36
4056,2021,2020-09-16T00:00:00,24,0,350,,,,36
4057,2021,2020-09-16T00:00:00,25,0,350,,,,36
4058,2021,2020-09-16T00:00:00,26,0,350,,,,36
4059,2021,2020-09-16T00:00:00,27,0,350,,,,36
4060,2021,2020-09-16T00:00:00,28,0,350,,,,36
4061,2021,2020-09-16T00:00:00,29,0,350,,,,36
4062,2021,2020-09-16T00:00:00,30,0,350,,,,36
4063,2021,2020-09-16T00:00:00,31,0,350,,,,36
4064,2021,2020-09-16T00:00:00,32,0,350,,,,36
4065,2021,2020-09-16T00:00:00,33,0,350,,,,36
4066,2021,2020-09-16T00:00:00,34,0,350,,,,36
4067,2021,2020-09-16T00:00:00,35,0,350,,,,36
4068,2021,2020-09-16T00:00:00,36,0,350,,,,36
4069,2021,2020-09-16T00:00:00,37,0,350,,,,36
4070,2021,2020-09-16T00:00:00,38,0,350,,,,36
4071,2021,2020-09-16T00:00:00,39,0,350,,,,36
4072,2021,2020-09-16T00:00:00,40,0,350,,,,36
4073,2021,2020-09-16T00:00:00,41,0,350,,,,36
4074,2021,2020-09-16T00:00:00,42,0,350,,,,36
4075,2021,2020-09-16T00:00:00,43,0,350,,,,36
4076,2021,2020-09-16T00:00:00,44,0,350,,,,36
4077,2021,2020-09-16T00:00:00,45,0,350,,,,36
4078,2021,2020-09-16T00:00:00,46,0,350,,,,36
4079,2021,2020-09-16T00:00:00,47,0,350,,,,36
4080,2021,2020-09-16T00:00:00,48,0,350,,,,36
4081,2021,2020-09-16T00:00:00,49,0,350,,,,36
4082,2021,2020-09-16T00:00:00,50,0,350,,,,36
4083,2021,2020-09-16T00:00:00,51,0,350,,,,36
4084,2021,2020-09-16T00:00:00,52,0,350,,,,36
4085,2021,2020-09-16T00:00:00,53,0,350,,,,36
4086,2021,2020-09-16T00:00:00,54,0,350,,,,36
4087,2021,2020-09-16T00:00:00,55,0,350,,,,36
4088,2021,2020-09-16T00:00:00,56,0,350,,,,36
4089,2021,2020-09-16T00:00:00,57,0,350,,,,36
4090,2021,2020-09-16T00:00:00,58,0,350,,,,36
4091,2021,2020-09-16T00:00:00,59,0,350,,,,36
4092,2021,2020-09-16T00:00:00,60,0,350,,,,36
4093,2021,2020-09-16T00:00:00,61,0,350,,,,36
4094,2021,2020-09-16T00:00:00,62,0,350,,,,36
4095,2021,2020-09-16T00:00:00,63,0,350,,,,36
4096,2021,2020-09-16T00:00:00,64,0,350,,,,36
4097,2022,2022-05-02T00:00:00,1,0,,,,,37
4098,2022,2022-05-02T00:00:00,2,0,,,,,37
4099,2022,2022-05-02T00:00:00,3,0,,,,,37
4100,2022,2022-05-02T00:00:00,4,0,,,,,37
4101,2022,2022-05-02T00:00:00,5,0,,,,,37
4102,2022,2022-05-02T00:00:00,6,0,,,,,37
4103,2022,2022-05-02T00:00:00,7,0,,,,,37
4104,2022,2022-05-02T00:00:00,8,0,,,,,37
4105,2022,2022-05-02T00:00:00,9,0,,,,,37
4106,2022,2022-05-02T00:00:00,10,0,,,,,37
4107,2022,2022-05-02T00:00:00,11,0,,,,,37
4108,2022,2022-05-02T00:00:00,12,0,,,,,37
4109,2022,2022-05-02T00:00:00,13,0,,,,,37
4110,2022,2022-05-02T00:00:00,14,0,,,,,37
4111,2022,2022-05-02T00:00:00,15,0,,,,,37
4112,2022,2022-05-02T00:00:00,16,0,,,,,37
4113,2022,2022-05-02T00:00:00,17,0,,,,,37
4114,2022,2022-05-02T00:00:00,18,0,,,,,37
4115,2022,2022-05-02T00:00:00,19,0,,,,,37
4116,2022,2022-05-02T00:00:00,20,0,,,,,37
4117,2022,2022-05-02T00:00:00,21,0,,,,,37
4118,2022,2022-05-02T00:00:00,22,0,,,,,37
4119,2022,2022-05-02T00:00:00,23,0,,,,,37
4120,2022,2022-05-02T00:00:00,24,0,,,,,37
4121,2022,2022-05-02T00:00:00,25,0,,,,,37
4122,2022,2022-05-02T00:00:00,26,0,,,,,37
4123,2022,2022-05-02T00:00:00,27,0,,,,,37
4124,2022,2022-05-02T00:00:00,28,0,,,,,37
4125,2022,2022-05-02T00:00:00,29,0,,,,,37
4126,2022,2022-05-02T00:00:00,30,0,,,,,37
4127,2022,2022-05-02T00:00:00,31,0,,,,,37
4128,2022,2022-05-02T00:00:00,32,0,,,,,37
4129,2022,2022-05-02T00:00:00,33,0,,,,,37
4130,2022,2022-05-02T00:00:00,34,0,,,,,37
4131,2022,2022-05-02T00:00:00,35,0,,,,,37
4132,2022,2022-05-02T00:00:00,36,0,,,,,37
4133,2022,2022-05-02T00:00:00,37,0,,,,,37
4134,2022,2022-05-02T00:00:00,38,0,,,,,37
4135,2022,2022-05-02T00:00:00,39,0,,,,,37
4136,2022,2022-05-02T00:00:00,40,0,,,,,37
4137,2022,2022-05-02T00:00:00,41,0,,,,,37
4138,2022,2022-05-02T00:00:00,42,0,,,,,37
4139,2022,2022-05-02T00:00:00,43,0,,,,,37
4140,2022,2022-05-02T00:00:00,44,0,,,,,37
4141,2022,2022-05-02T00:00:00,45,0,,,,,37
4142,2022,2022-05-02T00:00:00,46,0,,,,,37
4143,2022,2022-05-02T00:00:00,47,0,,,,,37
4144,2022,2022-05-02T00:00:00,48,0,,,,,37
4145,2022,2022-05-02T00:00:00,49,0,,,,,37
4146,2022,2022-05-02T00:00:00,50,0,,,,,37
4147,2022,2022-05-02T00:00:00,51,0,,,,,37
4148,2022,2022-05-02T00:00:00,52,0,,,,,37
4149,2022,2022-05-02T00:00:00,53,0,,,,,37
4150,2022,2022-05-02T00:00:00,54,0,,,,,37
4151,2022,2022-05-02T00:00:00,55,0,,,,,37
4152,2022,2022-05-02T00:00:00,56,0,,,,,37
4153,2022,2022-05-02T00:00:00,57,0,,,,,37
4154,2022,2022-05-02T00:00:00,58,0,,,,,37
4155,2022,2022-05-02T00:00:00,59,0,,,,,37
4156,2022,2022-05-02T00:00:00,60,0,,,,,37
4157,2022,2022-05-02T00:00:00,61,0,,,,,37
4158,2022,2022-05-02T00:00:00,62,0,,,,,37
4159,2022,2022-05-02T00:00:00,63,0,,,,,37
4160,2022,2022-05-02T00:00:00,64,0,,,,,37
