Pflanzenschutz_ID,Versuchsjahr,Termin,Parzelle_ID,Kultur_ID,Pflanzenschutz_Mittel_ID,Menge_l_ha,Menge_kg_ha
21410,2017,2017-04-11T00:00:00,34,7,22,0.18,
21411,2017,2017-04-11T00:00:00,35,7,22,0.18,
21412,2017,2017-04-11T00:00:00,36,7,22,0.18,
21413,2017,2017-04-11T00:00:00,37,7,22,0.18,
21414,2017,2017-04-11T00:00:00,38,7,22,0.18,
21415,2017,2017-04-11T00:00:00,39,7,22,0.18,
21416,2017,2017-04-11T00:00:00,40,7,22,0.18,
21417,2017,2017-04-11T00:00:00,41,7,22,0.18,
21418,2017,2017-04-11T00:00:00,42,7,22,0.18,
21419,2017,2017-04-11T00:00:00,43,7,22,0.18,
21420,2017,2017-04-11T00:00:00,44,7,22,0.18,
21421,2017,2017-04-11T00:00:00,45,7,22,0.18,
21422,2017,2017-04-11T00:00:00,46,7,22,0.18,
21423,2017,2017-04-11T00:00:00,47,7,22,0.18,
21424,2017,2017-04-11T00:00:00,48,7,22,0.18,
21425,2017,2017-04-11T00:00:00,49,7,22,0.18,
21426,2017,2017-04-11T00:00:00,50,7,22,0.18,
21427,2017,2017-04-11T00:00:00,51,7,22,0.18,
21428,2017,2017-04-11T00:00:00,52,7,22,0.18,
21429,2017,2017-04-11T00:00:00,53,7,22,0.18,
21430,2017,2017-04-11T00:00:00,54,7,22,0.18,
21431,2017,2017-04-11T00:00:00,55,7,22,0.18,
21432,2017,2017-04-11T00:00:00,56,7,22,0.18,
21433,2017,2017-04-11T00:00:00,57,7,22,0.18,
21434,2017,2017-04-11T00:00:00,58,7,22,0.18,
21435,2017,2017-04-11T00:00:00,59,7,22,0.18,
21436,2017,2017-04-11T00:00:00,60,7,22,0.18,
21437,2017,2017-04-11T00:00:00,61,7,22,0.18,
21438,2017,2017-04-11T00:00:00,62,7,22,0.18,
21439,2017,2017-04-11T00:00:00,63,7,22,0.18,
21440,2017,2017-04-11T00:00:00,64,7,22,0.18,
21441,2017,2017-04-11T00:00:00,1,7,8,0.01,
21442,2017,2017-04-11T00:00:00,2,7,8,0.01,
21443,2017,2017-04-11T00:00:00,3,7,8,0.01,
21444,2017,2017-04-11T00:00:00,4,7,8,0.01,
21445,2017,2017-04-11T00:00:00,5,7,8,0.01,
21446,2017,2017-04-11T00:00:00,6,7,8,0.01,
21447,2017,2017-04-11T00:00:00,7,7,8,0.01,
21448,2017,2017-04-11T00:00:00,8,7,8,0.01,
21449,2017,2017-04-11T00:00:00,9,7,8,0.01,
21450,2017,2017-04-11T00:00:00,10,7,8,0.01,
21451,2017,2017-04-11T00:00:00,11,7,8,0.01,
21452,2017,2017-04-11T00:00:00,12,7,8,0.01,
21453,2017,2017-04-11T00:00:00,13,7,8,0.01,
21454,2017,2017-04-11T00:00:00,14,7,8,0.01,
21455,2017,2017-04-11T00:00:00,15,7,8,0.01,
21456,2017,2017-04-11T00:00:00,16,7,8,0.01,
21457,2017,2017-04-11T00:00:00,17,7,8,0.01,
21458,2017,2017-04-11T00:00:00,18,7,8,0.01,
21459,2017,2017-04-11T00:00:00,19,7,8,0.01,
21460,2017,2017-04-11T00:00:00,20,7,8,0.01,
21461,2017,2017-04-11T00:00:00,21,7,8,0.01,
21462,2017,2017-04-11T00:00:00,22,7,8,0.01,
21463,2017,2017-04-11T00:00:00,23,7,8,0.01,
21464,2017,2017-04-11T00:00:00,24,7,8,0.01,
21465,2017,2017-04-11T00:00:00,25,7,8,0.01,
21466,2017,2017-04-11T00:00:00,26,7,8,0.01,
21467,2017,2017-04-11T00:00:00,27,7,8,0.01,
21468,2017,2017-04-11T00:00:00,28,7,8,0.01,
21469,2017,2017-04-11T00:00:00,29,7,8,0.01,
21470,2017,2017-04-11T00:00:00,30,7,8,0.01,
21471,2017,2017-04-11T00:00:00,31,7,8,0.01,
21472,2017,2017-04-11T00:00:00,32,7,8,0.01,
21473,2017,2017-04-11T00:00:00,33,7,8,0.01,
21474,2017,2017-04-11T00:00:00,34,7,8,0.01,
21475,2017,2017-04-11T00:00:00,35,7,8,0.01,
21476,2017,2017-04-11T00:00:00,36,7,8,0.01,
21477,2017,2017-04-11T00:00:00,37,7,8,0.01,
21478,2017,2017-04-11T00:00:00,38,7,8,0.01,
21479,2017,2017-04-11T00:00:00,39,7,8,0.01,
21480,2017,2017-04-11T00:00:00,40,7,8,0.01,
21481,2017,2017-04-11T00:00:00,41,7,8,0.01,
21482,2017,2017-04-11T00:00:00,42,7,8,0.01,
21483,2017,2017-04-11T00:00:00,43,7,8,0.01,
21484,2017,2017-04-11T00:00:00,44,7,8,0.01,
21485,2017,2017-04-11T00:00:00,45,7,8,0.01,
21486,2017,2017-04-11T00:00:00,46,7,8,0.01,
21487,2017,2017-04-11T00:00:00,47,7,8,0.01,
21488,2017,2017-04-11T00:00:00,48,7,8,0.01,
21489,2017,2017-04-11T00:00:00,49,7,8,0.01,
21490,2017,2017-04-11T00:00:00,50,7,8,0.01,
21491,2017,2017-04-11T00:00:00,51,7,8,0.01,
21492,2017,2017-04-11T00:00:00,52,7,8,0.01,
21493,2017,2017-04-11T00:00:00,53,7,8,0.01,
21494,2017,2017-04-11T00:00:00,54,7,8,0.01,
21495,2017,2017-04-11T00:00:00,55,7,8,0.01,
21496,2017,2017-04-11T00:00:00,56,7,8,0.01,
21497,2017,2017-04-11T00:00:00,57,7,8,0.01,
21498,2017,2017-04-11T00:00:00,58,7,8,0.01,
21499,2017,2017-04-11T00:00:00,59,7,8,0.01,
21500,2017,2017-04-11T00:00:00,60,7,8,0.01,
21501,2017,2017-04-11T00:00:00,61,7,8,0.01,
21502,2017,2017-04-11T00:00:00,62,7,8,0.01,
21503,2017,2017-04-11T00:00:00,63,7,8,0.01,
21504,2017,2017-04-11T00:00:00,64,7,8,0.01,
21505,2017,2017-04-11T00:00:00,1,7,33,,0.7
21506,2017,2017-04-11T00:00:00,2,7,33,,0.7
21507,2017,2017-04-11T00:00:00,3,7,33,,0.7
21508,2017,2017-04-11T00:00:00,4,7,33,,0.7
21509,2017,2017-04-11T00:00:00,5,7,33,,0.7
21510,2017,2017-04-11T00:00:00,6,7,33,,0.7
21511,2017,2017-04-11T00:00:00,7,7,33,,0.7
21512,2017,2017-04-11T00:00:00,8,7,33,,0.7
21513,2017,2017-04-11T00:00:00,9,7,33,,0.7
21514,2017,2017-04-11T00:00:00,10,7,33,,0.7
21515,2017,2017-04-11T00:00:00,11,7,33,,0.7
21516,2017,2017-04-11T00:00:00,12,7,33,,0.7
21517,2017,2017-04-11T00:00:00,13,7,33,,0.7
21518,2017,2017-04-11T00:00:00,14,7,33,,0.7
21519,2017,2017-04-11T00:00:00,15,7,33,,0.7
21520,2017,2017-04-11T00:00:00,16,7,33,,0.7
21521,2017,2017-04-11T00:00:00,17,7,33,,0.7
21522,2017,2017-04-11T00:00:00,18,7,33,,0.7
21523,2017,2017-04-11T00:00:00,19,7,33,,0.7
21524,2017,2017-04-11T00:00:00,20,7,33,,0.7
21525,2017,2017-04-11T00:00:00,21,7,33,,0.7
21526,2017,2017-04-11T00:00:00,22,7,33,,0.7
21527,2017,2017-04-11T00:00:00,23,7,33,,0.7
21528,2017,2017-04-11T00:00:00,24,7,33,,0.7
21529,2017,2017-04-11T00:00:00,25,7,33,,0.7
21530,2017,2017-04-11T00:00:00,26,7,33,,0.7
21531,2017,2017-04-11T00:00:00,27,7,33,,0.7
21532,2017,2017-04-11T00:00:00,28,7,33,,0.7
21533,2017,2017-04-11T00:00:00,29,7,33,,0.7
21534,2017,2017-04-11T00:00:00,30,7,33,,0.7
21535,2017,2017-04-11T00:00:00,31,7,33,,0.7
21536,2017,2017-04-11T00:00:00,32,7,33,,0.7
21537,2017,2017-04-11T00:00:00,33,7,33,,0.7
21538,2017,2017-04-11T00:00:00,34,7,33,,0.7
21539,2017,2017-04-11T00:00:00,35,7,33,,0.7
21540,2017,2017-04-11T00:00:00,36,7,33,,0.7
21541,2017,2017-04-11T00:00:00,37,7,33,,0.7
21542,2017,2017-04-11T00:00:00,38,7,33,,0.7
21543,2017,2017-04-11T00:00:00,39,7,33,,0.7
21544,2017,2017-04-11T00:00:00,40,7,33,,0.7
21545,2017,2017-04-11T00:00:00,41,7,33,,0.7
21546,2017,2017-04-11T00:00:00,42,7,33,,0.7
21547,2017,2017-04-11T00:00:00,43,7,33,,0.7
21548,2017,2017-04-11T00:00:00,44,7,33,,0.7
21549,2017,2017-04-11T00:00:00,45,7,33,,0.7
21550,2017,2017-04-11T00:00:00,46,7,33,,0.7
21551,2017,2017-04-11T00:00:00,47,7,33,,0.7
21552,2017,2017-04-11T00:00:00,48,7,33,,0.7
21553,2017,2017-04-11T00:00:00,49,7,33,,0.7
21554,2017,2017-04-11T00:00:00,50,7,33,,0.7
21555,2017,2017-04-11T00:00:00,51,7,33,,0.7
21556,2017,2017-04-11T00:00:00,52,7,33,,0.7
21557,2017,2017-04-11T00:00:00,53,7,33,,0.7
21558,2017,2017-04-11T00:00:00,54,7,33,,0.7
21559,2017,2017-04-11T00:00:00,55,7,33,,0.7
21560,2017,2017-04-11T00:00:00,56,7,33,,0.7
21561,2017,2017-04-11T00:00:00,57,7,33,,0.7
21562,2017,2017-04-11T00:00:00,58,7,33,,0.7
21563,2017,2017-04-11T00:00:00,59,7,33,,0.7
21564,2017,2017-04-11T00:00:00,60,7,33,,0.7
21565,2017,2017-04-11T00:00:00,61,7,33,,0.7
21566,2017,2017-04-11T00:00:00,62,7,33,,0.7
21567,2017,2017-04-11T00:00:00,63,7,33,,0.7
21568,2017,2017-04-11T00:00:00,64,7,33,,0.7
21569,2017,2017-05-18T00:00:00,1,7,62,,0.5
21570,2017,2017-05-18T00:00:00,2,7,62,,0.5
21571,2017,2017-05-18T00:00:00,3,7,62,,0.5
21572,2017,2017-05-18T00:00:00,4,7,62,,0.5
21573,2017,2017-05-18T00:00:00,5,7,62,,0.5
21574,2017,2017-05-18T00:00:00,6,7,62,,0.5
21575,2017,2017-05-18T00:00:00,7,7,62,,0.5
21576,2017,2017-05-18T00:00:00,8,7,62,,0.5
21577,2017,2017-05-18T00:00:00,9,7,62,,0.5
21578,2017,2017-05-18T00:00:00,10,7,62,,0.5
21579,2017,2017-05-18T00:00:00,11,7,62,,0.5
21580,2017,2017-05-18T00:00:00,12,7,62,,0.5
21581,2017,2017-05-18T00:00:00,13,7,62,,0.5
21582,2017,2017-05-18T00:00:00,14,7,62,,0.5
21583,2017,2017-05-18T00:00:00,15,7,62,,0.5
21584,2017,2017-05-18T00:00:00,16,7,62,,0.5
21585,2017,2017-05-18T00:00:00,17,7,62,,0.5
21586,2017,2017-05-18T00:00:00,18,7,62,,0.5
21587,2017,2017-05-18T00:00:00,19,7,62,,0.5
21588,2017,2017-05-18T00:00:00,20,7,62,,0.5
21589,2017,2017-05-18T00:00:00,21,7,62,,0.5
21590,2017,2017-05-18T00:00:00,22,7,62,,0.5
21591,2017,2017-05-18T00:00:00,23,7,62,,0.5
21592,2017,2017-05-18T00:00:00,24,7,62,,0.5
21593,2017,2017-05-18T00:00:00,25,7,62,,0.5
21594,2017,2017-05-18T00:00:00,26,7,62,,0.5
21595,2017,2017-05-18T00:00:00,27,7,62,,0.5
21596,2017,2017-05-18T00:00:00,28,7,62,,0.5
21597,2017,2017-05-18T00:00:00,29,7,62,,0.5
21598,2017,2017-05-18T00:00:00,30,7,62,,0.5
21599,2017,2017-05-18T00:00:00,31,7,62,,0.5
21600,2017,2017-05-18T00:00:00,32,7,62,,0.5
21601,2017,2017-05-18T00:00:00,33,7,62,,0.5
21602,2017,2017-05-18T00:00:00,34,7,62,,0.5
21603,2017,2017-05-18T00:00:00,35,7,62,,0.5
21604,2017,2017-05-18T00:00:00,36,7,62,,0.5
21605,2017,2017-05-18T00:00:00,37,7,62,,0.5
21606,2017,2017-05-18T00:00:00,38,7,62,,0.5
21607,2017,2017-05-18T00:00:00,39,7,62,,0.5
21608,2017,2017-05-18T00:00:00,40,7,62,,0.5
21609,2017,2017-05-18T00:00:00,41,7,62,,0.5
21610,2017,2017-05-18T00:00:00,42,7,62,,0.5
21611,2017,2017-05-18T00:00:00,43,7,62,,0.5
21612,2017,2017-05-18T00:00:00,44,7,62,,0.5
21613,2017,2017-05-18T00:00:00,45,7,62,,0.5
21614,2017,2017-05-18T00:00:00,46,7,62,,0.5
21615,2017,2017-05-18T00:00:00,47,7,62,,0.5
21616,2017,2017-05-18T00:00:00,48,7,62,,0.5
21617,2017,2017-05-18T00:00:00,49,7,62,,0.5
21618,2017,2017-05-18T00:00:00,50,7,62,,0.5
21619,2017,2017-05-18T00:00:00,51,7,62,,0.5
21620,2017,2017-05-18T00:00:00,52,7,62,,0.5
21621,2017,2017-05-18T00:00:00,53,7,62,,0.5
21622,2017,2017-05-18T00:00:00,54,7,62,,0.5
21623,2017,2017-05-18T00:00:00,55,7,62,,0.5
21624,2017,2017-05-18T00:00:00,56,7,62,,0.5
21625,2017,2017-05-18T00:00:00,57,7,62,,0.5
21626,2017,2017-05-18T00:00:00,58,7,62,,0.5
21627,2017,2017-05-18T00:00:00,59,7,62,,0.5
21628,2017,2017-05-18T00:00:00,60,7,62,,0.5
21629,2017,2017-05-18T00:00:00,61,7,62,,0.5
21630,2017,2017-05-18T00:00:00,62,7,62,,0.5
21631,2017,2017-05-18T00:00:00,63,7,62,,0.5
21632,2017,2017-05-18T00:00:00,64,7,62,,0.5
21633,2017,2017-05-18T00:00:00,1,7,90,,0.7
21634,2017,2017-05-18T00:00:00,2,7,90,,0.7
21635,2017,2017-05-18T00:00:00,3,7,90,,0.7
21636,2017,2017-05-18T00:00:00,4,7,90,,0.7
21637,2017,2017-05-18T00:00:00,5,7,90,,0.7
21638,2017,2017-05-18T00:00:00,6,7,90,,0.7
21639,2017,2017-05-18T00:00:00,7,7,90,,0.7
21640,2017,2017-05-18T00:00:00,8,7,90,,0.7
21641,2017,2017-05-18T00:00:00,9,7,90,,0.7
21642,2017,2017-05-18T00:00:00,10,7,90,,0.7
21643,2017,2017-05-18T00:00:00,11,7,90,,0.7
21644,2017,2017-05-18T00:00:00,12,7,90,,0.7
21645,2017,2017-05-18T00:00:00,13,7,90,,0.7
21646,2017,2017-05-18T00:00:00,14,7,90,,0.7
21647,2017,2017-05-18T00:00:00,15,7,90,,0.7
21648,2017,2017-05-18T00:00:00,16,7,90,,0.7
21649,2017,2017-05-18T00:00:00,17,7,90,,0.7
21650,2017,2017-05-18T00:00:00,18,7,90,,0.7
21651,2017,2017-05-18T00:00:00,19,7,90,,0.7
21652,2017,2017-05-18T00:00:00,20,7,90,,0.7
21653,2017,2017-05-18T00:00:00,21,7,90,,0.7
21654,2017,2017-05-18T00:00:00,22,7,90,,0.7
21655,2017,2017-05-18T00:00:00,23,7,90,,0.7
21656,2017,2017-05-18T00:00:00,24,7,90,,0.7
21657,2017,2017-05-18T00:00:00,25,7,90,,0.7
21658,2017,2017-05-18T00:00:00,26,7,90,,0.7
21659,2017,2017-05-18T00:00:00,27,7,90,,0.7
21660,2017,2017-05-18T00:00:00,28,7,90,,0.7
21661,2017,2017-05-18T00:00:00,29,7,90,,0.7
21662,2017,2017-05-18T00:00:00,30,7,90,,0.7
21663,2017,2017-05-18T00:00:00,31,7,90,,0.7
21664,2017,2017-05-18T00:00:00,32,7,90,,0.7
21665,2017,2017-05-18T00:00:00,33,7,90,,0.7
21666,2017,2017-05-18T00:00:00,34,7,90,,0.7
21667,2017,2017-05-18T00:00:00,35,7,90,,0.7
21668,2017,2017-05-18T00:00:00,36,7,90,,0.7
21669,2017,2017-05-18T00:00:00,37,7,90,,0.7
21670,2017,2017-05-18T00:00:00,38,7,90,,0.7
21671,2017,2017-05-18T00:00:00,39,7,90,,0.7
21672,2017,2017-05-18T00:00:00,40,7,90,,0.7
21673,2017,2017-05-18T00:00:00,41,7,90,,0.7
21674,2017,2017-05-18T00:00:00,42,7,90,,0.7
21675,2017,2017-05-18T00:00:00,43,7,90,,0.7
21676,2017,2017-05-18T00:00:00,44,7,90,,0.7
21677,2017,2017-05-18T00:00:00,45,7,90,,0.7
21678,2017,2017-05-18T00:00:00,46,7,90,,0.7
21679,2017,2017-05-18T00:00:00,47,7,90,,0.7
21680,2017,2017-05-18T00:00:00,48,7,90,,0.7
21681,2017,2017-05-18T00:00:00,49,7,90,,0.7
21682,2017,2017-05-18T00:00:00,50,7,90,,0.7
21683,2017,2017-05-18T00:00:00,51,7,90,,0.7
21684,2017,2017-05-18T00:00:00,52,7,90,,0.7
21685,2017,2017-05-18T00:00:00,53,7,90,,0.7
21686,2017,2017-05-18T00:00:00,54,7,90,,0.7
21687,2017,2017-05-18T00:00:00,55,7,90,,0.7
21688,2017,2017-05-18T00:00:00,56,7,90,,0.7
21689,2017,2017-05-18T00:00:00,57,7,90,,0.7
21690,2017,2017-05-18T00:00:00,58,7,90,,0.7
21691,2017,2017-05-18T00:00:00,59,7,90,,0.7
21692,2017,2017-05-18T00:00:00,60,7,90,,0.7
21693,2017,2017-05-18T00:00:00,61,7,90,,0.7
21694,2017,2017-05-18T00:00:00,62,7,90,,0.7
21695,2017,2017-05-18T00:00:00,63,7,90,,0.7
21696,2017,2017-05-18T00:00:00,64,7,90,,0.7
21697,2017,2017-05-18T00:00:00,1,7,68,,0.3
21698,2017,2017-05-18T00:00:00,2,7,68,,0.3
21699,2017,2017-05-18T00:00:00,3,7,68,,0.3
21700,2017,2017-05-18T00:00:00,4,7,68,,0.3
21701,2017,2017-05-18T00:00:00,5,7,68,,0.3
21702,2017,2017-05-18T00:00:00,6,7,68,,0.3
21703,2017,2017-05-18T00:00:00,7,7,68,,0.3
21704,2017,2017-05-18T00:00:00,8,7,68,,0.3
21705,2017,2017-05-18T00:00:00,9,7,68,,0.3
21706,2017,2017-05-18T00:00:00,10,7,68,,0.3
21707,2017,2017-05-18T00:00:00,11,7,68,,0.3
21708,2017,2017-05-18T00:00:00,12,7,68,,0.3
21709,2017,2017-05-18T00:00:00,13,7,68,,0.3
21710,2017,2017-05-18T00:00:00,14,7,68,,0.3
21711,2017,2017-05-18T00:00:00,15,7,68,,0.3
21712,2017,2017-05-18T00:00:00,16,7,68,,0.3
21713,2017,2017-05-18T00:00:00,17,7,68,,0.3
21714,2017,2017-05-18T00:00:00,18,7,68,,0.3
21715,2017,2017-05-18T00:00:00,19,7,68,,0.3
21716,2017,2017-05-18T00:00:00,20,7,68,,0.3
21717,2017,2017-05-18T00:00:00,21,7,68,,0.3
21718,2017,2017-05-18T00:00:00,22,7,68,,0.3
21719,2017,2017-05-18T00:00:00,23,7,68,,0.3
21720,2017,2017-05-18T00:00:00,24,7,68,,0.3
21721,2017,2017-05-18T00:00:00,25,7,68,,0.3
21722,2017,2017-05-18T00:00:00,26,7,68,,0.3
21723,2017,2017-05-18T00:00:00,27,7,68,,0.3
21724,2017,2017-05-18T00:00:00,28,7,68,,0.3
21725,2017,2017-05-18T00:00:00,29,7,68,,0.3
21726,2017,2017-05-18T00:00:00,30,7,68,,0.3
21727,2017,2017-05-18T00:00:00,31,7,68,,0.3
21728,2017,2017-05-18T00:00:00,32,7,68,,0.3
21729,2017,2017-05-18T00:00:00,33,7,68,,0.3
21730,2017,2017-05-18T00:00:00,34,7,68,,0.3
21731,2017,2017-05-18T00:00:00,35,7,68,,0.3
21732,2017,2017-05-18T00:00:00,36,7,68,,0.3
21733,2017,2017-05-18T00:00:00,37,7,68,,0.3
21734,2017,2017-05-18T00:00:00,38,7,68,,0.3
21735,2017,2017-05-18T00:00:00,39,7,68,,0.3
21736,2017,2017-05-18T00:00:00,40,7,68,,0.3
21737,2017,2017-05-18T00:00:00,41,7,68,,0.3
21738,2017,2017-05-18T00:00:00,42,7,68,,0.3
21739,2017,2017-05-18T00:00:00,43,7,68,,0.3
21740,2017,2017-05-18T00:00:00,44,7,68,,0.3
21741,2017,2017-05-18T00:00:00,45,7,68,,0.3
21742,2017,2017-05-18T00:00:00,46,7,68,,0.3
21743,2017,2017-05-18T00:00:00,47,7,68,,0.3
21744,2017,2017-05-18T00:00:00,48,7,68,,0.3
21745,2017,2017-05-18T00:00:00,49,7,68,,0.3
21746,2017,2017-05-18T00:00:00,50,7,68,,0.3
21747,2017,2017-05-18T00:00:00,51,7,68,,0.3
21748,2017,2017-05-18T00:00:00,52,7,68,,0.3
21749,2017,2017-05-18T00:00:00,53,7,68,,0.3
21750,2017,2017-05-18T00:00:00,54,7,68,,0.3
21751,2017,2017-05-18T00:00:00,55,7,68,,0.3
21752,2017,2017-05-18T00:00:00,56,7,68,,0.3
21753,2017,2017-05-18T00:00:00,57,7,68,,0.3
21754,2017,2017-05-18T00:00:00,58,7,68,,0.3
21755,2017,2017-05-18T00:00:00,59,7,68,,0.3
21756,2017,2017-05-18T00:00:00,60,7,68,,0.3
21757,2017,2017-05-18T00:00:00,61,7,68,,0.3
21758,2017,2017-05-18T00:00:00,62,7,68,,0.3
21759,2017,2017-05-18T00:00:00,63,7,68,,0.3
21760,2017,2017-05-18T00:00:00,64,7,68,,0.3
21761,2017,2017-05-30T00:00:00,1,7,36,,2
21762,2017,2017-05-30T00:00:00,2,7,36,,2
21763,2017,2017-05-30T00:00:00,3,7,36,,2
21764,2017,2017-05-30T00:00:00,4,7,36,,2
21765,2017,2017-05-30T00:00:00,5,7,36,,2
21766,2017,2017-05-30T00:00:00,6,7,36,,2
21767,2017,2017-05-30T00:00:00,7,7,36,,2
21768,2017,2017-05-30T00:00:00,8,7,36,,2
21769,2017,2017-05-30T00:00:00,9,7,36,,2
21770,2017,2017-05-30T00:00:00,10,7,36,,2
21771,2017,2017-05-30T00:00:00,11,7,36,,2
21772,2017,2017-05-30T00:00:00,12,7,36,,2
21773,2017,2017-05-30T00:00:00,13,7,36,,2
21774,2017,2017-05-30T00:00:00,14,7,36,,2
21775,2017,2017-05-30T00:00:00,15,7,36,,2
21776,2017,2017-05-30T00:00:00,16,7,36,,2
21777,2017,2017-05-30T00:00:00,17,7,36,,2
21778,2017,2017-05-30T00:00:00,18,7,36,,2
21779,2017,2017-05-30T00:00:00,19,7,36,,2
21780,2017,2017-05-30T00:00:00,20,7,36,,2
21781,2017,2017-05-30T00:00:00,21,7,36,,2
21782,2017,2017-05-30T00:00:00,22,7,36,,2
21783,2017,2017-05-30T00:00:00,23,7,36,,2
21784,2017,2017-05-30T00:00:00,24,7,36,,2
21785,2017,2017-05-30T00:00:00,25,7,36,,2
21786,2017,2017-05-30T00:00:00,26,7,36,,2
21787,2017,2017-05-30T00:00:00,27,7,36,,2
21788,2017,2017-05-30T00:00:00,28,7,36,,2
21789,2017,2017-05-30T00:00:00,29,7,36,,2
21790,2017,2017-05-30T00:00:00,30,7,36,,2
21791,2017,2017-05-30T00:00:00,31,7,36,,2
21792,2017,2017-05-30T00:00:00,32,7,36,,2
21793,2017,2017-05-30T00:00:00,33,7,36,,2
21794,2017,2017-05-30T00:00:00,34,7,36,,2
21795,2017,2017-05-30T00:00:00,35,7,36,,2
21796,2017,2017-05-30T00:00:00,36,7,36,,2
21797,2017,2017-05-30T00:00:00,37,7,36,,2
21798,2017,2017-05-30T00:00:00,38,7,36,,2
21799,2017,2017-05-30T00:00:00,39,7,36,,2
21800,2017,2017-05-30T00:00:00,40,7,36,,2
21801,2017,2017-05-30T00:00:00,41,7,36,,2
21802,2017,2017-05-30T00:00:00,42,7,36,,2
21803,2017,2017-05-30T00:00:00,43,7,36,,2
21804,2017,2017-05-30T00:00:00,44,7,36,,2
21805,2017,2017-05-30T00:00:00,45,7,36,,2
21806,2017,2017-05-30T00:00:00,46,7,36,,2
21807,2017,2017-05-30T00:00:00,47,7,36,,2
21808,2017,2017-05-30T00:00:00,48,7,36,,2
21809,2017,2017-05-30T00:00:00,49,7,36,,2
21810,2017,2017-05-30T00:00:00,50,7,36,,2
21811,2017,2017-05-30T00:00:00,51,7,36,,2
21812,2017,2017-05-30T00:00:00,52,7,36,,2
21813,2017,2017-05-30T00:00:00,53,7,36,,2
21814,2017,2017-05-30T00:00:00,54,7,36,,2
21815,2017,2017-05-30T00:00:00,55,7,36,,2
21816,2017,2017-05-30T00:00:00,56,7,36,,2
21817,2017,2017-05-30T00:00:00,57,7,36,,2
21818,2017,2017-05-30T00:00:00,58,7,36,,2
21819,2017,2017-05-30T00:00:00,59,7,36,,2
21820,2017,2017-05-30T00:00:00,60,7,36,,2
21821,2017,2017-05-30T00:00:00,61,7,36,,2
21822,2017,2017-05-30T00:00:00,62,7,36,,2
21823,2017,2017-05-30T00:00:00,63,7,36,,2
21824,2017,2017-05-30T00:00:00,64,7,36,,2
21825,2017,2017-05-30T00:00:00,1,7,65,,0.08
21826,2017,2017-05-30T00:00:00,2,7,65,,0.08
21827,2017,2017-05-30T00:00:00,3,7,65,,0.08
21828,2017,2017-05-30T00:00:00,4,7,65,,0.08
21829,2017,2017-05-30T00:00:00,5,7,65,,0.08
21830,2017,2017-05-30T00:00:00,6,7,65,,0.08
21831,2017,2017-05-30T00:00:00,7,7,65,,0.08
21832,2017,2017-05-30T00:00:00,8,7,65,,0.08
21833,2017,2017-05-30T00:00:00,9,7,65,,0.08
21834,2017,2017-05-30T00:00:00,10,7,65,,0.08
21835,2017,2017-05-30T00:00:00,11,7,65,,0.08
21836,2017,2017-05-30T00:00:00,12,7,65,,0.08
21837,2017,2017-05-30T00:00:00,13,7,65,,0.08
21838,2017,2017-05-30T00:00:00,14,7,65,,0.08
21839,2017,2017-05-30T00:00:00,15,7,65,,0.08
21840,2017,2017-05-30T00:00:00,16,7,65,,0.08
21841,2017,2017-05-30T00:00:00,17,7,65,,0.08
21842,2017,2017-05-30T00:00:00,18,7,65,,0.08
21843,2017,2017-05-30T00:00:00,19,7,65,,0.08
21844,2017,2017-05-30T00:00:00,20,7,65,,0.08
21845,2017,2017-05-30T00:00:00,21,7,65,,0.08
21846,2017,2017-05-30T00:00:00,22,7,65,,0.08
21847,2017,2017-05-30T00:00:00,23,7,65,,0.08
21848,2017,2017-05-30T00:00:00,24,7,65,,0.08
21849,2017,2017-05-30T00:00:00,25,7,65,,0.08
21850,2017,2017-05-30T00:00:00,26,7,65,,0.08
21851,2017,2017-05-30T00:00:00,27,7,65,,0.08
21852,2017,2017-05-30T00:00:00,28,7,65,,0.08
21853,2017,2017-05-30T00:00:00,29,7,65,,0.08
21854,2017,2017-05-30T00:00:00,30,7,65,,0.08
21855,2017,2017-05-30T00:00:00,31,7,65,,0.08
21856,2017,2017-05-30T00:00:00,32,7,65,,0.08
21857,2017,2017-05-30T00:00:00,33,7,65,,0.08
21858,2017,2017-05-30T00:00:00,34,7,65,,0.08
21859,2017,2017-05-30T00:00:00,35,7,65,,0.08
21860,2017,2017-05-30T00:00:00,36,7,65,,0.08
21861,2017,2017-05-30T00:00:00,37,7,65,,0.08
21862,2017,2017-05-30T00:00:00,38,7,65,,0.08
21863,2017,2017-05-30T00:00:00,39,7,65,,0.08
21864,2017,2017-05-30T00:00:00,40,7,65,,0.08
21865,2017,2017-05-30T00:00:00,41,7,65,,0.08
21866,2017,2017-05-30T00:00:00,42,7,65,,0.08
21867,2017,2017-05-30T00:00:00,43,7,65,,0.08
21868,2017,2017-05-30T00:00:00,44,7,65,,0.08
21869,2017,2017-05-30T00:00:00,45,7,65,,0.08
21870,2017,2017-05-30T00:00:00,46,7,65,,0.08
21871,2017,2017-05-30T00:00:00,47,7,65,,0.08
21872,2017,2017-05-30T00:00:00,48,7,65,,0.08
21873,2017,2017-05-30T00:00:00,49,7,65,,0.08
21874,2017,2017-05-30T00:00:00,50,7,65,,0.08
21875,2017,2017-05-30T00:00:00,51,7,65,,0.08
21876,2017,2017-05-30T00:00:00,52,7,65,,0.08
21877,2017,2017-05-30T00:00:00,53,7,65,,0.08
