Bodenbearbeitung_ID,Versuchsjahr,Termin,Parzelle_ID,Bodenbearbeitung_Massnahme_ID
4880,2020,2020-08-25T00:00:00,16,16
4881,2020,2020-08-25T00:00:00,17,16
4882,2020,2020-08-25T00:00:00,18,16
4883,2020,2020-08-25T00:00:00,19,16
4884,2020,2020-08-25T00:00:00,20,16
4885,2020,2020-08-25T00:00:00,21,16
4886,2020,2020-08-25T00:00:00,22,16
4887,2020,2020-08-25T00:00:00,23,16
4888,2020,2020-08-25T00:00:00,24,16
4889,2020,2020-08-25T00:00:00,25,16
4890,2020,2020-08-25T00:00:00,26,16
4891,2020,2020-08-25T00:00:00,27,16
4892,2020,2020-08-25T00:00:00,28,16
4893,2020,2020-08-25T00:00:00,29,16
4894,2020,2020-08-25T00:00:00,30,16
4895,2020,2020-08-25T00:00:00,31,16
4896,2020,2020-08-25T00:00:00,32,16
4897,2020,2020-08-25T00:00:00,33,16
4898,2020,2020-08-25T00:00:00,34,16
4899,2020,2020-08-25T00:00:00,35,16
4900,2020,2020-08-25T00:00:00,36,16
4901,2020,2020-08-25T00:00:00,37,16
4902,2020,2020-08-25T00:00:00,38,16
4903,2020,2020-08-25T00:00:00,39,16
4904,2020,2020-08-25T00:00:00,40,16
4905,2020,2020-08-25T00:00:00,41,16
4906,2020,2020-08-25T00:00:00,42,16
4907,2020,2020-08-25T00:00:00,43,16
4908,2020,2020-08-25T00:00:00,44,16
4909,2020,2020-08-25T00:00:00,45,16
4910,2020,2020-08-25T00:00:00,46,16
4911,2020,2020-08-25T00:00:00,47,16
4912,2020,2020-08-25T00:00:00,48,16
4913,2020,2020-08-25T00:00:00,49,16
4914,2020,2020-08-25T00:00:00,50,16
4915,2020,2020-08-25T00:00:00,51,16
4916,2020,2020-08-25T00:00:00,52,16
4917,2020,2020-08-25T00:00:00,53,16
4918,2020,2020-08-25T00:00:00,54,16
4919,2020,2020-08-25T00:00:00,55,16
4920,2020,2020-08-25T00:00:00,56,16
4921,2020,2020-08-25T00:00:00,57,16
4922,2020,2020-08-25T00:00:00,58,16
4923,2020,2020-08-25T00:00:00,59,16
4924,2020,2020-08-25T00:00:00,60,16
4925,2020,2020-08-25T00:00:00,61,16
4926,2020,2020-08-25T00:00:00,62,16
4927,2020,2020-08-25T00:00:00,63,16
4928,2020,2020-08-25T00:00:00,64,16
4929,2021,2020-09-14T00:00:00,1,7
4930,2021,2020-09-14T00:00:00,2,7
4931,2021,2020-09-14T00:00:00,3,7
4932,2021,2020-09-14T00:00:00,4,7
4933,2021,2020-09-14T00:00:00,5,7
4934,2021,2020-09-14T00:00:00,6,7
4935,2021,2020-09-14T00:00:00,7,7
4936,2021,2020-09-14T00:00:00,8,7
4937,2021,2020-09-14T00:00:00,9,7
4938,2021,2020-09-14T00:00:00,10,7
4939,2021,2020-09-14T00:00:00,11,7
4940,2021,2020-09-14T00:00:00,12,7
4941,2021,2020-09-14T00:00:00,13,7
4942,2021,2020-09-14T00:00:00,14,7
4943,2021,2020-09-14T00:00:00,15,7
4944,2021,2020-09-14T00:00:00,16,7
4945,2021,2020-09-14T00:00:00,17,7
4946,2021,2020-09-14T00:00:00,18,7
4947,2021,2020-09-14T00:00:00,19,7
4948,2021,2020-09-14T00:00:00,20,7
4949,2021,2020-09-14T00:00:00,21,7
4950,2021,2020-09-14T00:00:00,22,7
4951,2021,2020-09-14T00:00:00,23,7
4952,2021,2020-09-14T00:00:00,24,7
4953,2021,2020-09-14T00:00:00,25,7
4954,2021,2020-09-14T00:00:00,26,7
4955,2021,2020-09-14T00:00:00,27,7
4956,2021,2020-09-14T00:00:00,28,7
4957,2021,2020-09-14T00:00:00,29,7
4958,2021,2020-09-14T00:00:00,30,7
4959,2021,2020-09-14T00:00:00,31,7
4960,2021,2020-09-14T00:00:00,32,7
4961,2021,2020-09-14T00:00:00,33,7
4962,2021,2020-09-14T00:00:00,34,7
4963,2021,2020-09-14T00:00:00,35,7
4964,2021,2020-09-14T00:00:00,36,7
4965,2021,2020-09-14T00:00:00,37,7
4966,2021,2020-09-14T00:00:00,38,7
4967,2021,2020-09-14T00:00:00,39,7
4968,2021,2020-09-14T00:00:00,40,7
4969,2021,2020-09-14T00:00:00,41,7
4970,2021,2020-09-14T00:00:00,42,7
4971,2021,2020-09-14T00:00:00,43,7
4972,2021,2020-09-14T00:00:00,44,7
4973,2021,2020-09-14T00:00:00,45,7
4974,2021,2020-09-14T00:00:00,46,7
4975,2021,2020-09-14T00:00:00,47,7
4976,2021,2020-09-14T00:00:00,48,7
4977,2021,2020-09-14T00:00:00,49,7
4978,2021,2020-09-14T00:00:00,50,7
4979,2021,2020-09-14T00:00:00,51,7
4980,2021,2020-09-14T00:00:00,52,7
4981,2021,2020-09-14T00:00:00,53,7
4982,2021,2020-09-14T00:00:00,54,7
4983,2021,2020-09-14T00:00:00,55,7
4984,2021,2020-09-14T00:00:00,56,7
4985,2021,2020-09-14T00:00:00,57,7
4986,2021,2020-09-14T00:00:00,58,7
4987,2021,2020-09-14T00:00:00,59,7
4988,2021,2020-09-14T00:00:00,60,7
4989,2021,2020-09-14T00:00:00,61,7
4990,2021,2020-09-14T00:00:00,62,7
4991,2021,2020-09-14T00:00:00,63,7
4992,2020,2020-09-14T00:00:00,64,7
4993,2021,2020-09-16T00:00:00,1,13
4994,2021,2020-09-16T00:00:00,2,13
4995,2021,2020-09-16T00:00:00,3,13
4996,2021,2020-09-16T00:00:00,4,13
4997,2021,2020-09-16T00:00:00,5,13
4998,2021,2020-09-16T00:00:00,6,13
4999,2021,2020-09-16T00:00:00,7,13
5000,2021,2020-09-16T00:00:00,8,13
5001,2021,2020-09-16T00:00:00,9,13
5002,2021,2020-09-16T00:00:00,10,13
5003,2021,2020-09-16T00:00:00,11,13
5004,2021,2020-09-16T00:00:00,12,13
5005,2021,2020-09-16T00:00:00,13,13
5006,2021,2020-09-16T00:00:00,14,13
5007,2021,2020-09-16T00:00:00,15,13
5008,2021,2020-09-16T00:00:00,16,13
5009,2021,2020-09-16T00:00:00,17,13
5010,2021,2020-09-16T00:00:00,18,13
5011,2021,2020-09-16T00:00:00,19,13
5012,2021,2020-09-16T00:00:00,20,13
5013,2021,2020-09-16T00:00:00,21,13
5014,2021,2020-09-16T00:00:00,22,13
5015,2021,2020-09-16T00:00:00,23,13
5016,2021,2020-09-16T00:00:00,24,13
5017,2021,2020-09-16T00:00:00,25,13
5018,2021,2020-09-16T00:00:00,26,13
5019,2021,2020-09-16T00:00:00,27,13
5020,2021,2020-09-16T00:00:00,28,13
5021,2021,2020-09-16T00:00:00,29,13
5022,2021,2020-09-16T00:00:00,30,13
5023,2021,2020-09-16T00:00:00,31,13
5024,2021,2020-09-16T00:00:00,32,13
5025,2021,2020-09-16T00:00:00,33,13
5026,2021,2020-09-16T00:00:00,34,13
5027,2021,2020-09-16T00:00:00,35,13
5028,2021,2020-09-16T00:00:00,36,13
5029,2021,2020-09-16T00:00:00,37,13
5030,2021,2020-09-16T00:00:00,38,13
5031,2021,2020-09-16T00:00:00,39,13
5032,2021,2020-09-16T00:00:00,40,13
5033,2021,2020-09-16T00:00:00,41,13
5034,2021,2020-09-16T00:00:00,42,13
5035,2021,2020-09-16T00:00:00,43,13
5036,2021,2020-09-16T00:00:00,44,13
5037,2021,2020-09-16T00:00:00,45,13
5038,2021,2020-09-16T00:00:00,46,13
5039,2021,2020-09-16T00:00:00,47,13
5040,2021,2020-09-16T00:00:00,48,13
5041,2021,2020-09-16T00:00:00,49,13
5042,2021,2020-09-16T00:00:00,50,13
5043,2021,2020-09-16T00:00:00,51,13
5044,2021,2020-09-16T00:00:00,52,13
5045,2021,2020-09-16T00:00:00,53,13
5046,2021,2020-09-16T00:00:00,54,13
5047,2021,2020-09-16T00:00:00,55,13
5048,2021,2020-09-16T00:00:00,56,13
5049,2021,2020-09-16T00:00:00,57,13
5050,2021,2020-09-16T00:00:00,58,13
5051,2021,2020-09-16T00:00:00,59,13
5052,2021,2020-09-16T00:00:00,60,13
5053,2021,2020-09-16T00:00:00,61,13
5054,2021,2020-09-16T00:00:00,62,13
5055,2021,2020-09-16T00:00:00,63,13
5056,2021,2020-09-16T00:00:00,64,13
5057,2022,2021-11-23T00:00:00,1,7
5058,2022,2021-11-23T00:00:00,2,7
5059,2022,2021-11-23T00:00:00,3,7
5060,2022,2021-11-23T00:00:00,4,7
5061,2022,2021-11-23T00:00:00,5,7
5062,2022,2021-11-23T00:00:00,6,7
5063,2022,2021-11-23T00:00:00,7,7
5064,2022,2021-11-23T00:00:00,8,7
5065,2022,2021-11-23T00:00:00,9,7
5066,2022,2021-11-23T00:00:00,10,7
5067,2022,2021-11-23T00:00:00,11,7
5068,2022,2021-11-23T00:00:00,12,7
5069,2022,2021-11-23T00:00:00,13,7
5070,2022,2021-11-23T00:00:00,14,7
5071,2022,2021-11-23T00:00:00,15,7
5072,2022,2021-11-23T00:00:00,16,7
5073,2022,2021-11-23T00:00:00,17,7
5074,2022,2021-11-23T00:00:00,18,7
5075,2022,2021-11-23T00:00:00,19,7
5076,2022,2021-11-23T00:00:00,20,7
5077,2022,2021-11-23T00:00:00,21,7
5078,2022,2021-11-23T00:00:00,22,7
5079,2022,2021-11-23T00:00:00,23,7
5080,2022,2021-11-23T00:00:00,24,7
5081,2022,2021-11-23T00:00:00,25,7
5082,2022,2021-11-23T00:00:00,26,7
5083,2022,2021-11-23T00:00:00,27,7
5084,2022,2021-11-23T00:00:00,28,7
5085,2022,2021-11-23T00:00:00,29,7
5086,2022,2021-11-23T00:00:00,30,7
5087,2022,2021-11-23T00:00:00,31,7
5088,2022,2021-11-23T00:00:00,32,7
5089,2022,2021-11-23T00:00:00,33,7
5090,2022,2021-11-23T00:00:00,34,7
5091,2022,2021-11-23T00:00:00,35,7
5092,2022,2021-11-23T00:00:00,36,7
5093,2022,2021-11-23T00:00:00,37,7
5094,2022,2021-11-23T00:00:00,38,7
5095,2022,2021-11-23T00:00:00,39,7
5096,2022,2021-11-23T00:00:00,40,7
5097,2022,2021-11-23T00:00:00,41,7
5098,2022,2021-11-23T00:00:00,42,7
5099,2022,2021-11-23T00:00:00,43,7
5100,2022,2021-11-23T00:00:00,44,7
5101,2022,2021-11-23T00:00:00,45,7
5102,2022,2021-11-23T00:00:00,46,7
5103,2022,2021-11-23T00:00:00,47,7
5104,2022,2021-11-23T00:00:00,48,7
5105,2022,2021-11-23T00:00:00,49,7
5106,2022,2021-11-23T00:00:00,50,7
5107,2022,2021-11-23T00:00:00,51,7
5108,2022,2021-11-23T00:00:00,52,7
5109,2022,2021-11-23T00:00:00,53,7
5110,2022,2021-11-23T00:00:00,54,7
5111,2022,2021-11-23T00:00:00,55,7
5112,2022,2021-11-23T00:00:00,56,7
5113,2022,2021-11-23T00:00:00,57,7
5114,2022,2021-11-23T00:00:00,58,7
5115,2022,2021-11-23T00:00:00,59,7
5116,2022,2021-11-23T00:00:00,60,7
5117,2022,2021-11-23T00:00:00,61,7
5118,2022,2021-11-23T00:00:00,62,7
5119,2022,2021-11-23T00:00:00,63,7
5120,2022,2021-11-23T00:00:00,64,7
5121,2022,2022-05-02T00:00:00,1,13
5122,2022,2022-05-02T00:00:00,2,13
5123,2022,2022-05-02T00:00:00,3,13
5124,2022,2022-05-02T00:00:00,4,13
5125,2022,2022-05-02T00:00:00,5,13
5126,2022,2022-05-02T00:00:00,6,13
5127,2022,2022-05-02T00:00:00,7,13
5128,2022,2022-05-02T00:00:00,8,13
5129,2022,2022-05-02T00:00:00,9,13
5130,2022,2022-05-02T00:00:00,10,13
5131,2022,2022-05-02T00:00:00,11,13
5132,2022,2022-05-02T00:00:00,12,13
5133,2022,2022-05-02T00:00:00,13,13
5134,2022,2022-05-02T00:00:00,14,13
5135,2022,2022-05-02T00:00:00,15,13
5136,2022,2022-05-02T00:00:00,16,13
5137,2022,2022-05-02T00:00:00,17,13
5138,2022,2022-05-02T00:00:00,18,13
5139,2022,2022-05-02T00:00:00,19,13
5140,2022,2022-05-02T00:00:00,20,13
5141,2022,2022-05-02T00:00:00,21,13
5142,2022,2022-05-02T00:00:00,22,13
5143,2022,2022-05-02T00:00:00,23,13
5144,2022,2022-05-02T00:00:00,24,13
5145,2022,2022-05-02T00:00:00,25,13
5146,2022,2022-05-02T00:00:00,26,13
5147,2022,2022-05-02T00:00:00,27,13
5148,2022,2022-05-02T00:00:00,28,13
5149,2022,2022-05-02T00:00:00,29,13
5150,2022,2022-05-02T00:00:00,30,13
5151,2022,2022-05-02T00:00:00,31,13
5152,2022,2022-05-02T00:00:00,32,13
5153,2022,2022-05-02T00:00:00,33,13
5154,2022,2022-05-02T00:00:00,34,13
5155,2022,2022-05-02T00:00:00,35,13
5156,2022,2022-05-02T00:00:00,36,13
5157,2022,2022-05-02T00:00:00,37,13
5158,2022,2022-05-02T00:00:00,38,13
5159,2022,2022-05-02T00:00:00,39,13
5160,2022,2022-05-02T00:00:00,40,13
5161,2022,2022-05-02T00:00:00,41,13
5162,2022,2022-05-02T00:00:00,42,13
5163,2022,2022-05-02T00:00:00,43,13
5164,2022,2022-05-02T00:00:00,44,13
5165,2022,2022-05-02T00:00:00,45,13
5166,2022,2022-05-02T00:00:00,46,13
5167,2022,2022-05-02T00:00:00,47,13
5168,2022,2022-05-02T00:00:00,48,13
5169,2022,2022-05-02T00:00:00,49,13
5170,2022,2022-05-02T00:00:00,50,13
5171,2022,2022-05-02T00:00:00,51,13
5172,2022,2022-05-02T00:00:00,52,13
5173,2022,2022-05-02T00:00:00,53,13
5174,2022,2022-05-02T00:00:00,54,13
5175,2022,2022-05-02T00:00:00,55,13
5176,2022,2022-05-02T00:00:00,56,13
5177,2022,2022-05-02T00:00:00,57,13
5178,2022,2022-05-02T00:00:00,58,13
5179,2022,2022-05-02T00:00:00,59,13
5180,2022,2022-05-02T00:00:00,60,13
5181,2022,2022-05-02T00:00:00,61,13
5182,2022,2022-05-02T00:00:00,62,13
5183,2022,2022-05-02T00:00:00,63,13
5184,2022,2022-05-02T00:00:00,64,13
