"experiment_ID","experiment_year","fertilizer_level","fertilization_date","fertilizer_material","fertilizer_total_amount","N_in_applied_fertilizer","phosphorus_applied_fert","fertilizer_K_applied","Mg_in_applied_fertilizer","Ca_in_applied_fertilizer","S_in_applied_fertilizer","B_in_applied_fertilizer","Zn_in_applied_fertilizer","Mn_in_applied_fertilizer","Fe_in_applied_fertilizer","fertilizer_applic_method"
"LTFE_Duernast","2019",12,"2019-03-27","FE060",307.7,80,0,0,0,0,40,0,0,0,0,NA
"LTFE_Duernast","2019",12,"2019-05-14","FE060",230.8,60,0,0,0,0,30,0,0,0,0,NA
"LTFE_Duernast","2019",12,"2019-06-06","FE060",153.8,40,0,0,0,0,20,0,0,0,0,NA
"LTFE_Duernast","2019",13,"2019-03-21","FE900",500,0,0,166,0,0,2500,0,0,0,0,NA
"LTFE_Duernast","2019",13,"2019-03-27","FE900",307.7,80,0,0,0,0,40,0,0,0,0,NA
"LTFE_Duernast","2019",13,"2019-05-14","FE900",0,0,0,0,0,0,0,0,0,0,0,NA
"LTFE_Duernast","2019",13,"2019-06-06","FE011",148.1,40,0,0,0,12.727,0,0,0,0,0,NA
"LTFE_Duernast","2019",14,"2019-03-21","FE900",500,0,0,166,0,0,2500,0,0,0,0,NA
"LTFE_Duernast","2019",14,"2019-03-27","FE900",461.5,120,0,0,0,0,60,0,0,0,0,NA
"LTFE_Duernast","2019",14,"2019-05-14","FE900",0,0,0,0,0,0,0,0,0,0,0,NA
"LTFE_Duernast","2019",14,"2019-06-06","FE011",222.2,60,0,0,0,19.0905,0,0,0,0,0,NA
"LTFE_Duernast","2019",15,"2019-03-21","FE900",500,0,0,166,18.09,0,2500,0,0,0,0,NA
"LTFE_Duernast","2019",15,"2019-03-21","FE900",500,0,0,166,0,0,2500,0,0,0,0,NA
"LTFE_Duernast","2019",15,"2019-03-27",NA,0,0,0,0,0,0,0,0,0,0,0,NA
"LTFE_Duernast","2019",15,"2019-05-14",NA,0,0,0,0,0,0,0,0,0,0,0,NA
"LTFE_Duernast","2019",15,"2019-06-06",NA,0,0,0,0,0,0,0,0,0,0,0,NA
"LTFE_Duernast","2021",1,"2021-03-29","FE005",173.9,80,0,0,0,0,0,0,0,0,0,NA
"LTFE_Duernast","2021",1,"2021-04-26","FE005",130.4,60,0,0,0,0,0,0,0,0,0,NA
"LTFE_Duernast","2021",1,"2021-06-14","FE005",87,40,0,0,0,0,0,0,0,0,0,NA
"LTFE_Duernast","2021",2,"2021-03-29","FE005",87,40,0,0,0,0,0,0,0,0,0,NA
"LTFE_Duernast","2021",2,"2021-04-26","FE005",87,40,0,0,0,0,0,0,0,0,0,NA
"LTFE_Duernast","2021",2,"2021-06-14","FE005",87,40,0,0,0,0,0,0,0,0,0,NA
