"experiment_ID","weather_date","solar_radiation","maximum_temperature","minimum_temperature","temp_average_daily","precipitation","daylength_sunrise_sunset","realtive_humidity_avg"
"LTFE_Duernast","2021-03-29",NA,18.4,1,9.3,0,10.833,57.63
"LTFE_Duernast","2021-03-30",NA,20.9,0.9,10.8,0,12.183,55.04
"LTFE_Duernast","2021-03-31",NA,22,1.4,11.6,0,12.283,59.13
"LTFE_Duernast","2021-04-01",NA,22.1,6,13.5,0.4,9.467,60.29
"LTFE_Duernast","2021-04-02",NA,13.2,2,8.3,0,8.35,68.88
"LTFE_Duernast","2021-04-03",NA,7.9,-0.5,4.2,0,4.267,64.58
"LTFE_Duernast","2021-04-04",NA,10.8,-2.5,4.2,0,10.4,61.25
"LTFE_Duernast","2021-04-05",NA,13.5,-2.1,5.1,1.6,7.45,63.88
"LTFE_Duernast","2021-04-06",NA,3.7,-3.8,-0.7,2.7,4.133,76.04
"LTFE_Duernast","2021-04-07",NA,3.2,-2.8,-0.6,0.7,4.167,82.33
"LTFE_Duernast","2021-04-08",NA,6,-2.5,1.1,0.1,6.233,75.79
"LTFE_Duernast","2021-04-09",NA,16.5,-3.8,6.5,0,8.983,56.42
"LTFE_Duernast","2021-04-10",NA,16.9,2.6,10.6,0,9.767,53.46
"LTFE_Duernast","2021-04-11",NA,19.8,4.5,12.1,0.6,8.483,57.96
"LTFE_Duernast","2021-04-12",NA,8.8,0.8,3.2,4,0,89.5
"LTFE_Duernast","2021-04-13",NA,5.9,-1.9,2.3,0,3.1,75.96
"LTFE_Duernast","2021-04-14",NA,7,-3.3,1.9,0,6.517,68.17
"LTFE_Duernast","2021-04-15",NA,7.2,-3.2,1.7,0,8.1,66.08
"LTFE_Duernast","2021-04-16",NA,6.6,-3.6,1.9,0,6.067,68.83
"LTFE_Duernast","2021-04-17",NA,7,0.2,3.9,0,0.25,74.92
"LTFE_Duernast","2021-04-18",NA,7.3,2.3,4.4,0,0.017,80.5
"LTFE_Duernast","2021-04-19",NA,11.8,2.4,6.3,0.9,2.05,80.96
"LTFE_Duernast","2021-04-20",NA,13.5,1.6,7.4,7.7,2.4,85.25
"LTFE_Duernast","2021-04-21",NA,16,-0.4,8.4,0,10.3,73.5
"LTFE_Duernast","2021-04-22",NA,13.3,0.5,7.8,0,8.85,64.5
"LTFE_Duernast","2021-04-23",NA,15,-2.2,7.2,0,13.533,53.79
"LTFE_Duernast","2021-04-24",NA,17.3,-1.5,8.9,0,13.333,52.42
"LTFE_Duernast","2021-04-25",NA,14.5,3,8.9,0,13.533,51.29
"LTFE_Duernast","2021-04-26",NA,14.2,2.4,8.2,0,13.633,47.79
"LTFE_Duernast","2021-04-27",NA,15.9,3.1,9.5,0,13.717,49.58
"LTFE_Duernast","2021-04-28",NA,19.7,1.4,11.4,0,12.35,55.5
"LTFE_Duernast","2021-04-29",NA,15.4,9.2,12,3,1.317,69.08
"LTFE_Duernast","2021-04-30",NA,18.1,6.2,10.2,5.4,7.6,77.42
"LTFE_Duernast","2021-05-01",NA,12.2,6,8.8,24.9,1.55,88.63
"LTFE_Duernast","2021-05-02",NA,10.3,3.9,6,3.2,2.45,87.5
"LTFE_Duernast","2021-05-03",NA,12.2,1.8,6.8,0.7,9.717,75.21
"LTFE_Duernast","2021-05-04",NA,16.6,0.1,10.4,7.8,7.667,62.5
"LTFE_Duernast","2021-05-05",NA,11.8,2.1,6.9,5.1,5.983,77.08
"LTFE_Duernast","2021-05-06",NA,11,3.3,7.2,14.9,2,82.04
"LTFE_Duernast","2021-05-07",NA,10.9,-0.2,6.9,3,4.517,77.25
"LTFE_Duernast","2021-05-08",NA,16.5,-1.3,8.6,0,11.633,67.29
"LTFE_Duernast","2021-05-09",NA,25.4,5.1,16.5,0,13.667,56.25
"LTFE_Duernast","2021-05-10",NA,28.1,8.7,19.5,0,9.367,53.96
"LTFE_Duernast","2021-05-11",NA,18.8,9.7,13.7,16.3,1.8,81.5
"LTFE_Duernast","2021-05-12",NA,11.2,8.6,9.9,9.6,0,94.08
"LTFE_Duernast","2021-05-13",NA,13,8.1,9.9,4.8,0.067,88.33
"LTFE_Duernast","2021-05-14",NA,17.5,5.6,11.2,2.2,10.833,71.58
"LTFE_Duernast","2021-05-15",NA,16.1,7.3,11.3,1.7,6.033,73.67
"LTFE_Duernast","2021-05-16",NA,16.4,5.2,10.8,0.1,3.75,73.42
"LTFE_Duernast","2021-05-17",NA,13.8,7.4,9.9,7.8,5.133,80.17
"LTFE_Duernast","2021-05-18",NA,13.6,6.9,9.8,5.8,6.9,80.21
"LTFE_Duernast","2021-05-19",NA,14.2,6.8,9.3,1.8,5.1,78.58
"LTFE_Duernast","2021-05-20",NA,14.8,5.8,9.6,0.8,8.667,79.67
"LTFE_Duernast","2021-05-21",NA,15.7,4.8,10,13.8,0.95,83.75
"LTFE_Duernast","2021-05-22",NA,16.3,6.7,11,2.2,10.45,69.04
"LTFE_Duernast","2021-05-23",NA,14.9,5.8,9.8,3.5,7.033,79.88
"LTFE_Duernast","2021-05-24",NA,17.1,5.5,11,7.2,1.467,82.21
"LTFE_Duernast","2021-05-25",NA,14.4,5.2,9.8,0,7.117,67.08
"LTFE_Duernast","2021-05-26",NA,14.2,4.6,10.2,8.9,1.7,76.17
"LTFE_Duernast","2021-05-27",NA,14.3,7.3,9.4,2.4,3.317,85.54
"LTFE_Duernast","2021-05-28",NA,15.4,5.9,11,0,5.2,78.17
"LTFE_Duernast","2021-05-29",NA,17.5,5.6,12,0,9.433,65.92
"LTFE_Duernast","2021-05-30",NA,17.4,3.6,11.2,0,14.017,62.25
"LTFE_Duernast","2021-05-31",NA,17.9,3,11.4,0,14.65,63.54
"LTFE_Duernast","2021-06-01",NA,20.8,3.9,13.6,0,15.15,59.83
"LTFE_Duernast","2021-06-02",NA,24.5,6,16.1,0,14.9,56.67
"LTFE_Duernast","2021-06-03",NA,25.9,7.9,18.3,0,14.433,58.71
"LTFE_Duernast","2021-06-04",NA,27,11,18.8,0.4,8.667,64.63
"LTFE_Duernast","2021-06-05",NA,23.9,13.2,18.2,8.8,9.883,74.67
"LTFE_Duernast","2021-06-06",NA,17.9,13.1,15.2,0.9,0.267,91.96
"LTFE_Duernast","2021-06-07",NA,23.6,14.1,18.2,0,7.65,77
"LTFE_Duernast","2021-06-08",NA,25.1,11.7,18.4,0,9.75,73.29
"LTFE_Duernast","2021-06-09",NA,25.4,11.9,17,5.9,8.6,82.17
"LTFE_Duernast","2021-06-10",NA,24.7,10.7,17.5,0,6.767,76.88
"LTFE_Duernast","2021-06-11",NA,25.1,11.6,18.6,0,12.35,70.17
"LTFE_Duernast","2021-06-12",NA,26.1,12.9,20.3,0,12.283,65.83
"LTFE_Duernast","2021-06-13",NA,22,10.1,17,0,14.617,59.08
"LTFE_Duernast","2021-06-14",NA,23.8,8.9,16.6,0,15.3,59.04
"LTFE_Duernast","2021-06-15",NA,27.3,8.5,18.8,0,14.9,59.17
"LTFE_Duernast","2021-06-16",NA,28.7,11,21,0,14.717,57.13
"LTFE_Duernast","2021-06-17",NA,31.1,11.3,22.2,0,15.317,57.58
"LTFE_Duernast","2021-06-18",NA,31.7,13.5,23.3,0,14.95,59.25
"LTFE_Duernast","2021-06-19",NA,30.8,15.2,23.6,0,12.983,62.54
"LTFE_Duernast","2021-06-20",NA,27.6,16.7,22.9,0,5.617,66.79
"LTFE_Duernast","2021-06-21",NA,28.6,14.8,21.9,11.8,12.1,65.04
"LTFE_Duernast","2021-06-22",NA,25.2,14.9,20,24.1,7.95,77.13
"LTFE_Duernast","2021-06-23",NA,24.7,14.4,19.3,28.2,7.8,79.71
"LTFE_Duernast","2021-06-24",NA,22.9,13.4,17.5,17,6.7,82.25
"LTFE_Duernast","2021-06-25",NA,21,12.3,16.3,0,4.967,84.17
"LTFE_Duernast","2021-06-26",NA,23.6,10.8,17.7,0,13.2,75.79
"LTFE_Duernast","2021-06-27",NA,26.1,12.6,19.8,0,14.4,72.25
"LTFE_Duernast","2021-06-28",NA,28.6,14.1,21.9,7.8,13.567,68.38
"LTFE_Duernast","2021-06-29",NA,24.6,13.3,17.9,NA,6.1,NA
"LTFE_Duernast","2021-06-30",NA,17.4,12.6,14.8,5.6,4.983,82.88
"LTFE_Duernast","2021-07-01",NA,17,11.4,13.8,2,1.133,87.13
"LTFE_Duernast","2021-07-02",NA,20.9,10.7,15.8,0,7.4,75.67
"LTFE_Duernast","2021-07-03",NA,24.5,9,17.6,0.9,12.85,68.46
"LTFE_Duernast","2021-07-04",NA,22.9,14.1,17.7,3.9,2.517,83.25
"LTFE_Duernast","2021-07-05",NA,22,12.6,17.4,0,7.967,78.25
"LTFE_Duernast","2021-07-06",NA,30.3,12,20.2,15.6,12.633,76.04
"LTFE_Duernast","2021-07-07",NA,21.3,16.2,17.9,3.5,0.4,88.79
"LTFE_Duernast","2021-07-08",NA,20.8,14.6,17.2,18.9,0.717,92.29
"LTFE_Duernast","2021-07-09",NA,19.9,12.3,15.6,8.7,3.267,89.38
"LTFE_Duernast","2021-07-10",NA,23.6,10.6,17,0.4,9.133,82.54
"LTFE_Duernast","2021-07-11",NA,19.8,11.1,15.7,4.4,5.05,86.25
"LTFE_Duernast","2021-07-12",NA,24.9,10.1,18,0,10.45,78.17
"LTFE_Duernast","2021-07-13",NA,22,13.5,16.5,15.9,1.95,87.83
"LTFE_Duernast","2021-07-14",NA,19.7,13.1,15.6,0,3.067,84.63
"LTFE_Duernast","2021-07-15",NA,19.3,12.5,15.9,0.3,3.2,81.54
"LTFE_Duernast","2021-07-16",NA,24.2,11.7,18,0,8.083,76.17
"LTFE_Duernast","2021-07-17",NA,21.8,16.1,19,1.8,0.683,86.54
"LTFE_Duernast","2021-07-18",NA,25.3,15,19.8,0,5.983,74.46
"LTFE_Duernast","2021-07-19",NA,26.6,12.9,19.4,6,9.967,73.71
"LTFE_Duernast","2021-07-20",NA,23.8,11.8,17.7,0,12.883,72.17
"LTFE_Duernast","2021-07-21",NA,25.2,9.6,17.9,0,14.55,67.29
"LTFE_Duernast","2021-07-22",NA,26.8,10.4,18.6,0,12.7,71.88
"LTFE_Duernast","2021-07-23",NA,27.6,13.3,20.4,0,12.033,69.04
"LTFE_Duernast","2021-07-24",NA,26.3,12.7,19.4,7.9,6.567,74.33
"LTFE_Duernast","2021-07-25",NA,21.5,14,17.7,1.9,2.9,87.38
"LTFE_Duernast","2021-07-26",NA,26.4,14.5,19.2,8.1,5.8,82.83
"LTFE_Duernast","2021-07-27",NA,25.4,13,19.4,7.3,10.267,79.13
"LTFE_Duernast","2021-07-28",NA,20.6,13,17.9,4.4,2.117,91
"LTFE_Duernast","2021-07-29",NA,25.8,12.5,18.8,0,10.2,76.13
"LTFE_Duernast","2021-07-30",NA,28.5,11.8,20.3,0.5,12.5,69.63
"LTFE_Duernast","2021-07-31",NA,24.2,16,19.9,15.2,6.283,69.88
"LTFE_Duernast","2021-08-01",NA,17.2,12.9,14.9,0.7,0.133,86.5
"LTFE_Duernast","2021-08-02",NA,22.3,12.2,15.8,0.4,8.517,78.04
"LTFE_Duernast","2021-08-03",NA,22.8,10.4,16.3,2.4,8.517,76.79
"LTFE_Duernast","2021-08-04",NA,18.5,13,14.9,12.2,1.017,85.08
"LTFE_Duernast","2021-08-05",NA,21.4,12.9,15.7,2.9,3.083,85.83
"LTFE_Duernast","2021-08-06",NA,23.2,11.2,16.7,1.5,6.983,80.21
"LTFE_Duernast","2021-08-07",NA,25.3,10.9,16.6,10.8,5.067,83
"LTFE_Duernast","2021-08-08",NA,20.2,11.8,16,1.6,2.3,83.21
"LTFE_Duernast","2021-08-09",NA,24.1,10.4,16.9,0,9.733,77.67
"LTFE_Duernast","2021-08-10",NA,26.4,10.5,19.1,0,12.267,71.75
"LTFE_Duernast","2021-08-11",NA,27.3,13.3,20.3,0,10.767,71.5
"LTFE_Duernast","2021-08-12",NA,29.2,13.3,21,0,13.633,73.67
"LTFE_Duernast","2021-08-13",NA,30.5,15.7,23,4.6,12.05,73.79
"LTFE_Duernast","2021-08-14",NA,29.6,17.8,22.9,0,12.067,75.38
"LTFE_Duernast","2021-08-15",NA,29.6,16.4,21.7,0.6,9.483,77.54
"LTFE_Duernast","2021-08-16",NA,22.4,12.1,17.9,11.2,2.083,89.54
"LTFE_Duernast","2021-08-17",NA,17.7,9.8,13.2,2.5,7.433,78.58
"LTFE_Duernast","2021-08-18",NA,19.3,11,14.7,0,1.85,84
"LTFE_Duernast","2021-08-19",NA,21.5,13.4,16.9,0,4.45,80.92
"LTFE_Duernast","2021-08-20",NA,24.2,11.3,17.9,0,8.25,75.96
"LTFE_Duernast","2021-08-21",NA,26.4,10.6,18.6,0.6,12.8,77.13
"LTFE_Duernast","2021-08-22",NA,23.3,13.2,17.4,5.1,2.1,86.63
"LTFE_Duernast","2021-08-23",NA,19.3,12.9,15.1,7.3,2.233,90.79
"LTFE_Duernast","2021-08-24",NA,18,11.7,14.3,0.2,1.9,85.54
"LTFE_Duernast","2021-08-25",NA,19.1,9.9,14,0,12.7,75
"LTFE_Duernast","2021-08-26",NA,15.4,10.4,12.7,11.1,1.517,88.71
"LTFE_Duernast","2021-08-27",NA,16.5,10.7,12.9,2.3,2.583,83.38
"LTFE_Duernast","2021-08-28",NA,16.1,9.9,12.2,10.3,2.933,88.96
"LTFE_Duernast","2021-08-29",NA,16.4,9.7,12.6,36.7,1.717,90.25
"LTFE_Duernast","2021-08-30",NA,17.9,12.2,14,15.8,3.55,90.17
"LTFE_Duernast","2021-08-31",NA,17.5,10.8,14.1,0.4,2.167,88.58
"LTFE_Duernast","2021-09-01",NA,19.4,7.5,13.1,0,9.3,NA
"LTFE_Duernast","2021-09-02",NA,21.2,5.5,13.8,0,12.5,NA
"LTFE_Duernast","2021-09-03",NA,22.5,9.1,15.2,0,12.783,75.96
"LTFE_Duernast","2021-09-04",NA,22.8,7.2,14.8,0,12.517,78.08
"LTFE_Duernast","2021-09-05",NA,23.3,7.5,15.1,0,12.65,75.54
"LTFE_Duernast","2021-09-06",NA,23.3,8,15.2,0,12.333,75.88
"LTFE_Duernast","2021-09-07",NA,23.4,7.8,15,0,8.483,80.29
"LTFE_Duernast","2021-09-08",NA,24.1,9,16.1,0,12.333,77.63
"LTFE_Duernast","2021-09-09",NA,25.5,9.5,17.6,0,11.567,78.04
"LTFE_Duernast","2021-09-10",NA,25.9,10.6,18.4,0,11.717,77.08
"LTFE_Duernast","2021-09-11",NA,21.6,11.9,17.3,0.5,5.717,84.83
"LTFE_Duernast","2021-09-12",NA,23.2,11.2,16.8,0,7.9,83.33
"LTFE_Duernast","2021-09-13",NA,24,10.6,17,0,11.367,79.79
"LTFE_Duernast","2021-09-14",NA,25.5,10.4,17.7,0,10.817,82.71
"LTFE_Duernast","2021-09-15",NA,21.6,12.5,17.3,11.1,0.333,90.42
"LTFE_Duernast","2021-09-16",NA,20.7,11.1,16.4,5.4,1.217,93.79
"LTFE_Duernast","2021-09-17",NA,17.9,8,12.7,0,2,88.21
"LTFE_Duernast","2021-09-18",NA,19.9,5.6,12.7,0,10.417,82.58
"LTFE_Duernast","2021-09-19",NA,18.8,7.3,12.5,0,4.8,85.25
"LTFE_Duernast","2021-09-20",NA,14.9,9.6,11.5,0,1.35,82.79
"LTFE_Duernast","2021-09-21",NA,15.4,4.5,10.9,0,2.317,79
"LTFE_Duernast","2021-09-22",NA,15.7,3.7,8.9,0,4.8,85.79
"LTFE_Duernast","2021-09-23",NA,20.4,3,12,0,11.483,78.33
"LTFE_Duernast","2021-09-24",NA,21.1,8.4,14.3,0,11.567,78.42
"LTFE_Duernast","2021-09-25",NA,24.1,5.7,14.7,0,10.967,80.54
"LTFE_Duernast","2021-09-26",NA,24.2,11.2,17.7,14.3,6.017,80.79
"LTFE_Duernast","2021-09-27",NA,21.1,13.5,16.3,0,5.75,88.92
"LTFE_Duernast","2021-09-28",NA,16.4,12.6,14.2,0.2,0.833,88.13
"LTFE_Duernast","2021-09-29",NA,18.3,10.2,14,0.5,4.3,80.29
"LTFE_Duernast","2021-09-30",NA,14.3,4.2,9.5,0,8.5,80.08
"LTFE_Duernast","2021-10-01",NA,18.5,3.1,10.1,0,10.933,86.92
"LTFE_Duernast","2021-10-02",NA,21.4,6.4,13.4,0,8.783,82.71
"LTFE_Duernast","2021-10-03",NA,23.8,8.9,15.6,0,9.183,79.38
"LTFE_Duernast","2021-10-04",NA,14.3,10.1,12.1,1.7,0.333,90.08
"LTFE_Duernast","2021-10-05",NA,13.9,10.6,11.8,5.3,0.217,94.17
"LTFE_Duernast","2021-10-06",NA,14.1,6.1,10.2,0.1,3.75,84.58
"LTFE_Duernast","2021-10-07",NA,11.9,5,9,0,0,89.46
"LTFE_Duernast","2021-10-08",NA,14.8,7.4,10.6,0.3,2.3,88.67
"LTFE_Duernast","2021-10-09",NA,14.2,5,8.8,0,9.1,81.96
"LTFE_Duernast","2021-10-10",NA,12.1,0,5.9,0,10.667,81.5
"LTFE_Duernast","2021-10-11",NA,12.6,-0.7,6.1,0.7,8.3,84.88
"LTFE_Duernast","2021-10-12",NA,9.8,6.3,8,6,0.167,91.33
"LTFE_Duernast","2021-10-13",NA,9.3,1.4,5.8,0.1,4.217,90.13
"LTFE_Duernast","2021-10-14",NA,10.3,1.1,6.4,0,0.033,89.96
"LTFE_Duernast","2021-10-15",NA,14.6,0.1,7.6,0,9.25,84.92
"LTFE_Duernast","2021-10-16",NA,14,2.1,8,0,6.683,87.58
"LTFE_Duernast","2021-10-17",NA,9.7,0.9,4.7,0,2.7,98.25
"LTFE_Duernast","2021-10-18",NA,8.1,3.8,6.3,0,0,99.33
"LTFE_Duernast","2021-10-19",NA,14.5,2,8.8,0.1,NA,91
"LTFE_Duernast","2021-10-20",NA,20.4,4.8,12,0.2,NA,83.25
"LTFE_Duernast","2021-10-21",NA,15.5,8.2,11.9,2.6,NA,69.38
"LTFE_Duernast","2021-10-22",NA,9.9,0.6,6.3,0,NA,82.13
"LTFE_Duernast","2021-10-23",NA,10.9,0.2,5.1,0,NA,83.33
"LTFE_Duernast","2021-10-24",NA,12.5,-0.6,4.6,0,NA,82.54
"LTFE_Duernast","2021-10-25",NA,10.1,-2,3.6,0,2,93.04
"LTFE_Duernast","2021-10-26",NA,13.2,-0.6,5.9,0,1.4,94.17
"LTFE_Duernast","2021-10-27",NA,12.1,0.2,6,0.1,5.75,96.33
"LTFE_Duernast","2021-10-28",NA,10.6,4,5.8,0.1,3.833,96.83
"LTFE_Duernast","2021-10-29",NA,5,1.9,3.5,0,0,99.58
"LTFE_Duernast","2021-10-30",NA,9.9,0.2,5.1,0,2.817,95
"LTFE_Duernast","2021-10-31",NA,16.7,1.7,8.4,0,9.2,83.08
"LTFE_Duernast","2021-11-01",NA,10.5,1.9,6.6,12.5,0.55,95.04
"LTFE_Duernast","2021-11-02",NA,10.9,0.6,6,0.6,4.167,90.13
"LTFE_Duernast","2021-11-03",NA,7.7,-0.4,4.3,8.7,0.117,93.63
"LTFE_Duernast","2021-11-04",NA,6.7,1.7,4.7,0.3,0.367,91.63
"LTFE_Duernast","2021-11-05",NA,7.6,-0.4,3.6,0.4,1.783,92
"LTFE_Duernast","2021-11-06",NA,8.4,0.9,3.9,0,5.467,92.83
"LTFE_Duernast","2021-11-07",NA,9,1.1,5.1,0.3,3.017,85.38
"LTFE_Duernast","2021-11-08",NA,8.7,-1.8,3.8,0,4.217,89.79
"LTFE_Duernast","2021-11-09",NA,8.2,-2.4,2.2,0,8.833,87.5
"LTFE_Duernast","2021-11-10",NA,7,-2.2,1.9,0,2.75,94.08
"LTFE_Duernast","2021-11-11",NA,3.7,-1.4,1.2,0,0,99.88
"LTFE_Duernast","2021-11-12",NA,3.2,1.1,2.2,0,0,100
"LTFE_Duernast","2021-11-13",NA,6.1,2,3.9,3.8,0,99.46
"LTFE_Duernast","2021-11-14",NA,8,4.6,6.1,0,0,95.83
"LTFE_Duernast","2021-11-15",NA,5.5,2.9,4.4,0,0,96.08
"LTFE_Duernast","2021-11-16",NA,4.6,3.2,3.9,0,0,97.33
"LTFE_Duernast","2021-11-17",NA,5,3.2,3.9,0.1,0,92.58
"LTFE_Duernast","2021-11-18",NA,6.5,0.3,4.1,0,0,93.67
"LTFE_Duernast","2021-11-19",NA,7.7,-0.4,3,0,4.433,95.33
"LTFE_Duernast","2021-11-20",NA,6.6,3.3,4.8,0,0,94
"LTFE_Duernast","2021-11-21",NA,3.4,0.3,1.8,0.3,0,98.21
"LTFE_Duernast","2021-11-22",NA,4.6,1.4,3.4,1.3,0,95.25
"LTFE_Duernast","2021-11-23",NA,4.5,-2.8,0.6,0,8.183,89.75
"LTFE_Duernast","2021-11-24",NA,1.1,-4,-0.9,0,0,95.13
"LTFE_Duernast","2021-11-25",NA,-0.7,-1.7,-1.2,0,0,98.42
"LTFE_Duernast","2021-11-26",NA,0.2,-1.5,-0.6,0.1,0,94.92
"LTFE_Duernast","2021-11-27",NA,3.7,-2,1,0.1,0,91.5
"LTFE_Duernast","2021-11-28",NA,1.4,-0.8,0.1,1.5,0,97.83
"LTFE_Duernast","2021-11-29",NA,1.3,-1,-0.4,1.1,1.767,92.58
"LTFE_Duernast","2021-11-30",NA,3.8,-0.5,0.7,0.1,0,88.08
"LTFE_Duernast","2021-12-01",NA,8.8,3.7,6.1,0.8,0.6,79.29
"LTFE_Duernast","2021-12-02",NA,6,0,3,3.4,1.933,90.33
"LTFE_Duernast","2021-12-03",NA,1.4,-3.1,-0.6,3.6,4.417,86.46
"LTFE_Duernast","2021-12-04",NA,7.1,-2.5,2.2,7.9,0,92.54
"LTFE_Duernast","2021-12-05",NA,4.2,-2.3,1.4,0,0.4,91.88
"LTFE_Duernast","2021-12-06",NA,1.9,-2.5,-0.2,1.1,0,98.08
"LTFE_Duernast","2021-12-07",NA,2.8,-3.7,-0.5,0,3.6,93.63
"LTFE_Duernast","2021-12-08",NA,0,-3.1,-1,2.4,0,92.38
"LTFE_Duernast","2021-12-09",NA,1.4,-0.4,0.4,2.3,0,96.46
"LTFE_Duernast","2021-12-10",NA,2.2,-4.2,-0.5,2.8,4.433,89.5
"LTFE_Duernast","2021-12-11",NA,2.2,-3.3,0.8,0.4,0,92.54
"LTFE_Duernast","2021-12-12",NA,3.1,-0.7,1.5,1.9,1.95,86.33
"LTFE_Duernast","2021-12-13",NA,5.1,1.7,3.3,0.2,0,99.67
"LTFE_Duernast","2021-12-14",NA,3.5,0.3,2.1,0.1,0.033,99.83
"LTFE_Duernast","2021-12-15",NA,4.2,2.2,3,0,0,96.96
"LTFE_Duernast","2021-12-16",NA,4.2,1.5,2.9,0.3,0.033,96
"LTFE_Duernast","2021-12-17",NA,3.4,0.4,2.1,0,0,99.25
"LTFE_Duernast","2021-12-18",NA,0.8,-1.3,0,0,0,95.83
"LTFE_Duernast","2021-12-19",NA,0.6,-1.5,-0.7,0.1,0,99.54
"LTFE_Duernast","2021-12-20",NA,4,-4.4,0.1,0,2.35,94.29
"LTFE_Duernast","2021-12-21",NA,0.3,-7.4,-3.2,0,7.383,90.92
"LTFE_Duernast","2021-12-22",NA,-1.3,-8.9,-5.5,0,7.483,92.58
"LTFE_Duernast","2021-12-23",NA,6.6,-8.8,-2.7,1,0.883,90.63
"LTFE_Duernast","2021-12-24",NA,7.6,5.2,6.2,10.2,0,86.71
"LTFE_Duernast","2021-12-25",NA,7.7,1,5.1,3.1,0,97.42
"LTFE_Duernast","2021-12-26",NA,1.4,0.1,0.7,0.3,0,98.17
"LTFE_Duernast","2021-12-27",NA,4.7,0,1.4,1.1,3.817,98.38
"LTFE_Duernast","2021-12-28",NA,9.1,-0.4,3.4,19.8,0.067,97.13
"LTFE_Duernast","2021-12-29",NA,9.1,5.6,6.9,12.6,0.667,91.63
"LTFE_Duernast","2021-12-30",NA,13.4,9.1,11.4,1.2,0.283,93.42
"LTFE_Duernast","2021-12-31",NA,13.3,7.2,10.4,0,7.033,84.17
"LTFE_Duernast","2022-01-01",NA,12.7,1.7,7.6,0,7.35,86.13
"LTFE_Duernast","2022-01-02",NA,13,-0.7,6.2,0,4.917,77.33
"LTFE_Duernast","2022-01-03",NA,10.8,7.4,9.3,3.2,0,72.5
"LTFE_Duernast","2022-01-04",NA,14.3,3.1,8.6,12.2,0.417,85.17
"LTFE_Duernast","2022-01-05",NA,3.4,0.2,1.7,0.5,0.867,84.08
"LTFE_Duernast","2022-01-06",NA,3.3,-3.6,0.1,0,1.45,89.17
"LTFE_Duernast","2022-01-07",NA,0.6,-5.6,-2.2,1.3,1.683,93.63
"LTFE_Duernast","2022-01-08",NA,1.6,-4.4,-0.7,3,1.833,87.33
"LTFE_Duernast","2022-01-09",NA,3.8,-0.6,1.1,2.4,0.55,90.63
"LTFE_Duernast","2022-01-10",NA,2.2,-0.6,0.7,0,0.067,94.13
"LTFE_Duernast","2022-01-11",NA,2.5,-3.7,0,0,4.333,88.33
"LTFE_Duernast","2022-01-12",NA,-2.6,-5.3,-3.4,0,0,92.92
"LTFE_Duernast","2022-01-13",NA,-2.2,-5.5,-3.7,0,0,98.33
"LTFE_Duernast","2022-01-14",NA,5.2,-5.3,-1.7,0,7.767,93.17
"LTFE_Duernast","2022-01-15",NA,0.1,-4.5,-1.4,0,0,99.96
"LTFE_Duernast","2022-01-16",NA,2.1,-2.1,0.1,0.2,3.717,90.75
"LTFE_Duernast","2022-01-17",NA,4.3,0.9,2.5,0.5,0.017,82.58
"LTFE_Duernast","2022-01-18",NA,4.1,-2.7,1.5,0,0.283,88.08
"LTFE_Duernast","2022-01-19",NA,4.6,-4.5,0.2,0.3,4.783,87.33
"LTFE_Duernast","2022-01-20",NA,2.8,-1.1,0.9,3.9,0.45,87.33
"LTFE_Duernast","2022-01-21",NA,0.5,-6,-1.3,0.2,4,85.04
"LTFE_Duernast","2022-01-22",NA,1.2,-0.9,0.2,1.4,0,97.17
"LTFE_Duernast","2022-01-23",NA,3,0.3,1.4,0,0,96
"LTFE_Duernast","2022-01-24",NA,2.6,-3.7,-0.7,0,6.983,93.46
"LTFE_Duernast","2022-01-25",NA,-1.2,-2.4,-1.7,0,0,99.79
"LTFE_Duernast","2022-01-26",NA,-0.4,-1.8,-1,0,0.067,97.75
"LTFE_Duernast","2022-01-27",NA,2.3,-2.6,0.2,1.1,8.1,86.5
"LTFE_Duernast","2022-01-28",NA,2.4,0.7,1.7,0.8,0.75,87.88
"LTFE_Duernast","2022-01-29",NA,6.5,-0.1,3.4,0.8,0.2,77.5
"LTFE_Duernast","2022-01-30",NA,6.8,-2,3.7,0.5,3.85,79.54
"LTFE_Duernast","2022-01-31",NA,3.6,-1.1,1.5,4.1,0.083,88.17
"LTFE_Duernast","2022-02-01",NA,2.8,-0.2,1,0.3,0,89.25
"LTFE_Duernast","2022-02-02",NA,5.7,0.2,3.5,2.1,0.967,88.88
"LTFE_Duernast","2022-02-03",NA,8.8,0.5,4.2,0,1.85,93.17
"LTFE_Duernast","2022-02-04",NA,6.7,0.4,4.4,0.5,1.033,84.83
"LTFE_Duernast","2022-02-05",NA,6.5,-1,2.2,0,6.417,75.79
"LTFE_Duernast","2022-02-06",NA,6.5,-0.9,3.6,12.4,1.883,74.46
"LTFE_Duernast","2022-02-07",NA,2.6,0.4,1.3,0,1.5,85.33
"LTFE_Duernast","2022-02-08",NA,8,0,3.4,0,2.217,69.46
"LTFE_Duernast","2022-02-09",NA,10.3,-1.8,3.8,0,9.117,74.83
"LTFE_Duernast","2022-02-10",NA,12.9,-3.1,4.4,2.2,7.417,79.13
"LTFE_Duernast","2022-02-11",NA,5.8,-1,3,0.3,2.917,81.21
"LTFE_Duernast","2022-02-12",NA,4.9,-4,0.2,0,9.383,84.58
"LTFE_Duernast","2022-02-13",NA,10,-4.6,1.2,0,9.683,74.58
