"soil_profile_ID","soil_source","soil_depth","site_name","soil_site","soil_location_country","latitude_soil_profile","longitude_soil_profile","institute_name","soil_profile_methods"
"DE02157980","DEU",200,NA,NA,"DE",48.375,11.708,"ISRIC","Soil profile generated using ISRIC SoilGrid1km (see Han et al. [2015] 10.1016/j.envsoft.2019.05.012); Data extracted from the Harvard Dataverse (10.7910/DVN/1PEEY0) on 2025-09-19"
