"experiment_ID","name_of_experiment","ex_funding_source","revision_date_first","revision_date_latest"
"LTFE_Duernast","Effect of N fertilizers on yield, N-uptake, and N-utilization in wheat, barley, potatoes, and maize.","In-house funding Chair of Plant Nutrition 1978-2020/German Ministry of Education and Research; https://doi.org/10.13039/501100002347; Project Number 031A564 E; BonaRes I4S",NA,NA
