"experiment_ID","experiment_year","treatment_number","plot_id","harvest_date","harvest_yld_matur_dry_wt","byprod_removed_at_harv","obs_summary_comment"
"LTFE_Duernast",2021,2,33,"2021-07-13",7826,NA,NA
"LTFE_Duernast",2021,2,55,"2021-07-13",6247,NA,NA
"LTFE_Duernast",2021,3,7,"2021-07-13",7421,NA,NA
"LTFE_Duernast",2021,3,21,"2021-07-13",6908,NA,NA
"LTFE_Duernast",2021,3,35,"2021-07-13",7332,NA,NA
"LTFE_Duernast",2021,3,49,"2021-07-13",7414,NA,NA
"LTFE_Duernast",2021,4,9,"2021-07-13",8747,NA,NA
"LTFE_Duernast",2021,4,31,"2021-07-13",6798,NA,NA
"LTFE_Duernast",2021,4,45,"2021-07-13",8248,NA,NA
"LTFE_Duernast",2021,4,59,"2021-07-13",7432,NA,NA
"LTFE_Duernast",2021,5,11,"2021-07-13",5665,NA,NA
"LTFE_Duernast",2021,5,25,"2021-07-13",6401,NA,NA
"LTFE_Duernast",2021,5,47,"2021-07-13",4931,NA,NA
"LTFE_Duernast",2021,5,61,"2021-07-13",5516,NA,NA
"LTFE_Duernast",2021,6,13,"2021-07-13",5489,NA,NA
"LTFE_Duernast",2021,6,27,"2021-07-13",6591,NA,NA
"LTFE_Duernast",2021,6,41,"2021-07-13",6868,NA,NA
"LTFE_Duernast",2021,6,63,"2021-07-13",3014,NA,NA
"LTFE_Duernast",2021,7,15,"2021-07-13",8347,NA,NA
"LTFE_Duernast",2021,7,29,"2021-07-13",7446,NA,NA
"LTFE_Duernast",2021,7,43,"2021-07-13",7891,NA,NA
"LTFE_Duernast",2021,7,57,"2021-07-13",8211,NA,NA
"LTFE_Duernast",2021,8,4,"2021-07-13",7684,NA,NA
"LTFE_Duernast",2021,8,18,"2021-07-13",7359,NA,NA
"LTFE_Duernast",2021,8,40,"2021-07-13",6003,NA,NA
"LTFE_Duernast",2021,8,54,"2021-07-13",6233,NA,NA
"LTFE_Duernast",2021,9,6,"2021-07-13",8130,NA,NA
"LTFE_Duernast",2021,9,20,"2021-07-13",11404,NA,NA
"LTFE_Duernast",2021,9,34,"2021-07-13",8265,NA,NA
"LTFE_Duernast",2021,9,56,"2021-07-13",6607,NA,NA
"LTFE_Duernast",2021,10,8,"2021-07-13",7847,NA,NA
"LTFE_Duernast",2021,10,22,"2021-07-13",7698,NA,NA
"LTFE_Duernast",2021,10,36,"2021-07-13",7380,NA,NA
"LTFE_Duernast",2021,10,50,"2021-07-13",8063,NA,NA
"LTFE_Duernast",2021,11,10,"2021-07-13",8680,NA,NA
"LTFE_Duernast",2021,11,32,"2021-07-13",7450,NA,NA
"LTFE_Duernast",2021,11,46,"2021-07-13",8104,NA,NA
"LTFE_Duernast",2021,11,60,"2021-07-13",8427,NA,NA
"LTFE_Duernast",2021,12,12,"2021-07-13",5642,NA,NA
"LTFE_Duernast",2021,12,26,"2021-07-13",6442,NA,NA
"LTFE_Duernast",2021,12,48,"2021-07-13",4952,NA,NA
"LTFE_Duernast",2021,12,62,"2021-07-13",5907,NA,NA
"LTFE_Duernast",2021,13,14,"2021-07-13",7305,NA,NA
"LTFE_Duernast",2021,13,28,"2021-07-13",5859,NA,NA
"LTFE_Duernast",2021,13,42,"2021-07-13",7422,NA,NA
"LTFE_Duernast",2021,13,64,"2021-07-13",5446,NA,NA
"LTFE_Duernast",2021,14,16,"2021-07-13",8283,NA,NA
"LTFE_Duernast",2021,14,30,"2021-07-13",8387,NA,NA
"LTFE_Duernast",2021,14,44,"2021-07-13",7670,NA,NA
"LTFE_Duernast",2021,14,58,"2021-07-13",9333,NA,NA
"LTFE_Duernast",2021,15,1,"2021-07-13",3694,NA,NA
"LTFE_Duernast",2021,15,2,"2021-07-13",3823,NA,NA
"LTFE_Duernast",2021,15,23,"2021-07-13",2671,NA,NA
"LTFE_Duernast",2021,15,24,"2021-07-13",2589,NA,NA
"LTFE_Duernast",2021,15,37,"2021-07-13",2723,NA,NA
"LTFE_Duernast",2021,15,38,"2021-07-13",3758,NA,NA
"LTFE_Duernast",2021,15,51,"2021-07-13",2136,NA,NA
"LTFE_Duernast",2021,15,52,"2021-07-13",2373,NA,NA
"LTFE_Duernast",2022,1,3,"2022-10-12",7156,NA,NA
"LTFE_Duernast",2022,1,17,"2022-10-12",7909,NA,NA
"LTFE_Duernast",2022,1,39,"2022-10-12",6175,NA,NA
"LTFE_Duernast",2022,1,53,"2022-10-12",7542,NA,NA
"LTFE_Duernast",2022,2,5,"2022-10-12",7394,NA,NA
"LTFE_Duernast",2022,2,19,"2022-10-12",7169,NA,NA
"LTFE_Duernast",2022,2,33,"2022-10-12",7744,NA,NA
"LTFE_Duernast",2022,2,55,"2022-10-12",6389,NA,NA
"LTFE_Duernast",2022,3,7,"2022-10-12",7785,NA,NA
"LTFE_Duernast",2022,3,21,"2022-10-12",7244,NA,NA
"LTFE_Duernast",2022,3,35,"2022-10-12",7369,NA,NA
"LTFE_Duernast",2022,3,49,"2022-10-12",7299,NA,NA
"LTFE_Duernast",2022,4,9,"2022-10-12",7610,NA,NA
"LTFE_Duernast",2022,4,31,"2022-10-12",7033,NA,NA
"LTFE_Duernast",2022,4,45,"2022-10-12",7291,NA,NA
"LTFE_Duernast",2022,4,59,"2022-10-12",6561,NA,NA
"LTFE_Duernast",2022,5,11,"2022-10-12",7256,NA,NA
"LTFE_Duernast",2022,5,25,"2022-10-12",7952,NA,NA
"LTFE_Duernast",2022,5,47,"2022-10-12",7660,NA,NA
"LTFE_Duernast",2022,5,61,"2022-10-12",7790,NA,NA
"LTFE_Duernast",2022,6,13,"2022-10-12",7672,NA,NA
"LTFE_Duernast",2022,6,27,"2022-10-12",7730,NA,NA
"LTFE_Duernast",2022,6,41,"2022-10-12",7951,NA,NA
"LTFE_Duernast",2022,6,63,"2022-10-12",6614,NA,NA
"LTFE_Duernast",2022,7,15,"2022-10-12",7062,NA,NA
"LTFE_Duernast",2022,7,29,"2022-10-12",7058,NA,NA
"LTFE_Duernast",2022,7,43,"2022-10-12",7406,NA,NA
"LTFE_Duernast",2022,7,57,"2022-10-12",8088,NA,NA
"LTFE_Duernast",2022,8,4,"2022-10-12",8497,NA,NA
"LTFE_Duernast",2022,8,18,"2022-10-12",8175,NA,NA
"LTFE_Duernast",2022,8,40,"2022-10-12",7808,NA,NA
"LTFE_Duernast",2022,8,54,"2022-10-12",7529,NA,NA
"LTFE_Duernast",2022,9,6,"2022-10-12",8961,NA,NA
"LTFE_Duernast",2022,9,20,"2022-10-12",8544,NA,NA
"LTFE_Duernast",2022,9,34,"2022-10-12",8912,NA,NA
"LTFE_Duernast",2022,9,56,"2022-10-12",7919,NA,NA
"LTFE_Duernast",2022,10,8,"2022-10-12",8420,NA,NA
"LTFE_Duernast",2022,10,22,"2022-10-12",8415,NA,NA
"LTFE_Duernast",2022,10,36,"2022-10-12",7673,NA,NA
"LTFE_Duernast",2022,10,50,"2022-10-12",8249,NA,NA
"LTFE_Duernast",2022,11,10,"2022-10-12",8883,NA,NA
"LTFE_Duernast",2022,11,32,"2022-10-12",8744,NA,NA
"LTFE_Duernast",2022,11,46,"2022-10-12",8271,NA,NA
"LTFE_Duernast",2022,11,60,"2022-10-12",8593,NA,NA
"LTFE_Duernast",2022,12,12,"2022-10-12",8443,NA,NA
"LTFE_Duernast",2022,12,26,"2022-10-12",8672,NA,NA
"LTFE_Duernast",2022,12,48,"2022-10-12",8430,NA,NA
"LTFE_Duernast",2022,12,62,"2022-10-12",8634,NA,NA
"LTFE_Duernast",2022,13,14,"2022-10-12",6701,NA,NA
"LTFE_Duernast",2022,13,28,"2022-10-12",9098,NA,NA
"LTFE_Duernast",2022,13,42,"2022-10-12",8483,NA,NA
"LTFE_Duernast",2022,13,64,"2022-10-12",7316,NA,NA
"LTFE_Duernast",2022,14,16,"2022-10-12",8285,NA,NA
"LTFE_Duernast",2022,14,30,"2022-10-12",8780,NA,NA
"LTFE_Duernast",2022,14,44,"2022-10-12",9265,NA,NA
"LTFE_Duernast",2022,14,58,"2022-10-12",8913,NA,NA
"LTFE_Duernast",2022,15,1,"2022-10-12",5425,NA,NA
"LTFE_Duernast",2022,15,2,"2022-10-12",5204,NA,NA
"LTFE_Duernast",2022,15,23,"2022-10-12",4176,NA,NA
"LTFE_Duernast",2022,15,24,"2022-10-12",4633,NA,NA
"LTFE_Duernast",2022,15,37,"2022-10-12",4442,NA,NA
"LTFE_Duernast",2022,15,38,"2022-10-12",4008,NA,NA
"LTFE_Duernast",2022,15,51,"2022-10-12",4151,NA,NA
"LTFE_Duernast",2022,15,52,"2022-10-12",4059,NA,NA
